selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
D78151_at,"leukemia_base_0001_10, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_28","[0.971, 0.999, 1.0, 1.0, 1.0]","[679.0, 636.0, 707.0, 693.0, 688.0]",5
D78156_at,"leukemia_base_0001_1, leukemia_base_0001_2, leukemia_base_0001_7, leukemia_base_0001_27, leukemia_base_0002_24, leukemia_base_0002_27, leukemia_base_0007_5","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[700.0, 674.0, 692.0, 734.0, 683.0, 713.0, 60.0]",7
D78261_at,"leukemia_base_0001_8, leukemia_base_0001_15, leukemia_base_0001_20, leukemia_base_0002_29, leukemia_base_0003_1, leukemia_base_0003_2, leukemia_base_0007_5, leukemia_base_0011_17","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 0.984]","[715.0, 720.0, 632.0, 707.0, 660.0, 657.0, 60.0, 31.0]",8
D78275_at,"leukemia_base_0001_6, leukemia_base_0001_13, leukemia_base_0002_18, leukemia_base_0007_3, leukemia_base_0013_20","[1.0, 1.0, 1.0, 0.984, 1.0]","[677.0, 682.0, 730.0, 58.0, 38.0]",5
D78333_at,"leukemia_base_0001_13, leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0001_27, leukemia_base_0002_9, leukemia_base_0003_2","[1.0, 1.0, 1.0, 1.0, 0.999, 1.0]","[682.0, 690.0, 704.0, 734.0, 636.0, 657.0]",6
D78334_at,"leukemia_base_0001_1, leukemia_base_0001_19, leukemia_base_0002_12, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_26, leukemia_base_0003_2","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 676.0, 693.0, 696.0, 654.0, 730.0, 683.0, 647.0, 711.0, 657.0]",10
D78335_at,"leukemia_base_0001_7, leukemia_base_0001_20, leukemia_base_0001_29, leukemia_base_0002_17, leukemia_base_0002_24, leukemia_base_0009_11, leukemia_base_0011_24","[1.0, 0.971, 1.0, 1.0, 1.0, 0.969, 0.969]","[692.0, 632.0, 665.0, 689.0, 683.0, 60.0, 38.0]",7
D78361_at,"leukemia_base_0001_1, leukemia_base_0001_5, leukemia_base_0001_6, leukemia_base_0001_16, leukemia_base_0001_24","[1.0, 1.0, 1.0, 0.971, 1.0]","[700.0, 688.0, 677.0, 659.0, 663.0]",5
D78367_at,"leukemia_base_0001_4, leukemia_base_0001_11, leukemia_base_0001_28, leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_17, leukemia_base_0002_22, leukemia_base_0002_25","[0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 661.0, 669.0, 660.0, 669.0, 689.0, 676.0, 716.0]",8
D78514_at,"leukemia_base_0001_2, leukemia_base_0001_17, leukemia_base_0001_25, leukemia_base_0002_14, leukemia_base_0002_22, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 722.0, 676.0, 700.0, 676.0, 713.0]",6
D78577_s_at,"leukemia_base_0001_11, leukemia_base_0001_14, leukemia_base_0001_18, leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_12, leukemia_base_0002_17, leukemia_base_0002_26, leukemia_base_0012_17, leukemia_base_0012_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[661.0, 700.0, 690.0, 685.0, 683.0, 669.0, 693.0, 689.0, 711.0, 63.0, 65.0]",11
D78586_at,"leukemia_base_0001_14, leukemia_base_0002_11, leukemia_base_0002_18, leukemia_base_0003_1","[1.0, 1.0, 1.0, 1.0]","[700.0, 707.0, 730.0, 660.0]",4
D78611_at,"leukemia_base_0001_14, leukemia_base_0001_17, leukemia_base_0001_22, leukemia_base_0002_3, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0002_28, leukemia_base_0007_1","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.984]","[700.0, 722.0, 690.0, 660.0, 676.0, 726.0, 688.0, 50.0]",8
D79205_at,"leukemia_base_0001_7, leukemia_base_0001_15, leukemia_base_0001_16, leukemia_base_0001_23, leukemia_base_0002_20, leukemia_base_0002_29","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[692.0, 720.0, 659.0, 646.0, 647.0, 707.0]",6
D79206_s_at,"leukemia_base_0001_2, leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0002_5, leukemia_base_0002_26, leukemia_base_0012_13","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0]","[674.0, 679.0, 700.0, 637.0, 711.0, 74.0]",6
D79983_at,"leukemia_base_0001_12, leukemia_base_0001_15, leukemia_base_0001_16, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_21, leukemia_base_0003_0","[0.971, 1.0, 0.971, 1.0, 1.0, 0.969, 0.997]","[694.0, 720.0, 659.0, 657.0, 707.0, 679.0, 634.0]",7
D79984_s_at,"leukemia_base_0001_7, leukemia_base_0001_19, leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0002_21, leukemia_base_0012_17","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0]","[692.0, 676.0, 683.0, 657.0, 679.0, 63.0]",6
D79985_at,"leukemia_base_0001_6, leukemia_base_0001_7, leukemia_base_0001_28, leukemia_base_0002_16, leukemia_base_0002_24, leukemia_base_0002_27","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[677.0, 692.0, 669.0, 650.0, 683.0, 713.0]",6
D79986_at,"leukemia_base_0001_4, leukemia_base_0001_18, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_15, leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0003_1, leukemia_base_0013_9","[0.971, 1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.971]","[654.0, 690.0, 636.0, 707.0, 654.0, 647.0, 726.0, 660.0, 37.0]",9
D79987_at,"leukemia_base_0001_14, leukemia_base_0001_18, leukemia_base_0001_22, leukemia_base_0002_7, leukemia_base_0002_17, leukemia_base_0002_22, leukemia_base_0011_7","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.984]","[700.0, 690.0, 690.0, 682.0, 689.0, 676.0, 26.0]",7
D79988_at,"leukemia_base_0001_9, leukemia_base_0001_26, leukemia_base_0002_19, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0002_26, leukemia_base_0009_14, leukemia_base_0011_14","[0.968, 1.0, 1.0, 0.969, 1.0, 1.0, 1.0, 1.0, 0.984]","[650.0, 644.0, 683.0, 679.0, 726.0, 716.0, 711.0, 57.0, 23.0]",9
D79989_at,"leukemia_base_0001_4, leukemia_base_0001_6, leukemia_base_0001_23, leukemia_base_0001_26, leukemia_base_0002_7, leukemia_base_0002_11, leukemia_base_0002_23, leukemia_base_0002_29, leukemia_base_0012_9","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 677.0, 646.0, 644.0, 682.0, 707.0, 726.0, 707.0, 67.0]",9
D79990_at,"leukemia_base_0001_0, leukemia_base_0001_19, leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0003_0","[1.0, 1.0, 1.0, 1.0, 0.999, 0.997]","[680.0, 676.0, 683.0, 637.0, 636.0, 634.0]",6
D79991_at,"leukemia_base_0001_26, leukemia_base_0002_0, leukemia_base_0002_10, leukemia_base_0002_28, leukemia_base_0008_8","[1.0, 1.0, 1.0, 1.0, 0.891]","[644.0, 685.0, 657.0, 688.0, 57.0]",5
D79992_at,"leukemia_base_0001_0, leukemia_base_0001_13, leukemia_base_0001_15, leukemia_base_0001_26, leukemia_base_0001_28, leukemia_base_0002_6, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0003_2, leukemia_base_0009_5, leukemia_base_0012_9","[1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0]","[680.0, 682.0, 720.0, 644.0, 669.0, 671.0, 696.0, 700.0, 683.0, 657.0, 68.01, 67.0]",12
D79993_at,"leukemia_base_0001_24, leukemia_base_0001_28, leukemia_base_0002_13, leukemia_base_0002_25, leukemia_base_0002_27, leukemia_base_0011_8, leukemia_base_0012_26","[1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 1.0]","[663.0, 669.0, 696.0, 716.0, 713.0, 46.0, 71.0]",7
D79994_at,"leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0001_18, leukemia_base_0002_16, leukemia_base_0002_24, leukemia_base_0002_28, leukemia_base_0003_1","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[679.0, 700.0, 690.0, 650.0, 683.0, 688.0, 660.0]",7
D79995_at,"leukemia_base_0001_1, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0001_26, leukemia_base_0002_7, leukemia_base_0002_9","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999]","[700.0, 722.0, 646.0, 644.0, 682.0, 636.0]",6
D79996_at,"leukemia_base_0001_19, leukemia_base_0001_23, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_19","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[676.0, 646.0, 734.0, 665.0, 694.0, 696.0, 683.0]",7
D79997_at,"leukemia_base_0001_7, leukemia_base_0001_14, leukemia_base_0001_21, leukemia_base_0001_22, leukemia_base_0001_26, leukemia_base_0001_28, leukemia_base_0002_14, leukemia_base_0008_17, leukemia_base_0012_11","[1.0, 1.0, 1.0, 0.971, 1.0, 0.971, 1.0, 0.859, 1.0]","[692.0, 700.0, 704.0, 690.0, 644.0, 669.0, 700.0, 65.0, 76.0]",9
D79998_at,"leukemia_base_0001_8, leukemia_base_0002_13, leukemia_base_0008_0, leukemia_base_0008_13, leukemia_base_0011_22, leukemia_base_0012_24","[1.0, 1.0, 0.938, 0.891, 0.969, 1.0]","[715.0, 696.0, 73.0, 64.0, 38.0, 72.0]",6
D79999_at,"leukemia_base_0001_12, leukemia_base_0002_4, leukemia_base_0002_12, leukemia_base_0002_24, leukemia_base_0006_6, leukemia_base_0013_26","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[694.0, 669.0, 693.0, 683.0, 70.0, 38.0]",6
D80000_at,"leukemia_base_0001_7, leukemia_base_0001_17, leukemia_base_0001_20, leukemia_base_0001_24, leukemia_base_0002_17","[1.0, 1.0, 0.971, 1.0, 1.0]","[692.0, 722.0, 632.0, 663.0, 689.0]",5
D80001_at,"leukemia_base_0001_2, leukemia_base_0001_7, leukemia_base_0001_8, leukemia_base_0001_11, leukemia_base_0002_9, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0008_29, leukemia_base_0011_29","[1.0, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 0.875, 1.0]","[674.0, 692.0, 715.0, 661.0, 636.0, 700.0, 683.0, 74.0, 32.0]",9
D80002_at,"leukemia_base_0001_4, leukemia_base_0001_14, leukemia_base_0001_19, leukemia_base_0002_12, leukemia_base_0002_25","[0.971, 1.0, 1.0, 1.0, 1.0]","[654.0, 700.0, 676.0, 693.0, 716.0]",5
D80003_at,"leukemia_base_0001_4, leukemia_base_0001_7, leukemia_base_0001_9, leukemia_base_0001_14, leukemia_base_0001_17, leukemia_base_0001_18, leukemia_base_0001_23, leukemia_base_0001_27, leukemia_base_0002_12, leukemia_base_0002_13, leukemia_base_0009_4","[0.971, 1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[654.0, 692.0, 650.0, 700.0, 722.0, 690.0, 646.0, 734.0, 693.0, 696.0, 71.0]",11
D80004_at,"leukemia_base_0001_0, leukemia_base_0001_16, leukemia_base_0002_2, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_18, leukemia_base_0009_25","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 659.0, 683.0, 682.0, 694.0, 730.0, 53.0]",7
D80005_at,"leukemia_base_0001_4, leukemia_base_0001_7, leukemia_base_0001_8, leukemia_base_0001_21, leukemia_base_0002_4, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_17, leukemia_base_0003_0, leukemia_base_0007_8","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 1.0]","[654.0, 692.0, 715.0, 704.0, 669.0, 707.0, 696.0, 689.0, 634.0, 64.0]",10
D80006_at,"leukemia_base_0001_0, leukemia_base_0001_5, leukemia_base_0001_12, leukemia_base_0001_29, leukemia_base_0002_17, leukemia_base_0002_24, leukemia_base_0008_19, leukemia_base_0009_12, leukemia_base_0013_17, leukemia_base_0012_16","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.859, 1.0, 1.0, 1.0]","[680.0, 688.0, 694.0, 665.0, 689.0, 683.0, 70.0, 61.0, 24.0, 56.2]",10
D80007_at,"leukemia_base_0001_13, leukemia_base_0001_22, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_27, leukemia_base_0008_11","[1.0, 0.971, 1.0, 0.999, 1.0, 1.0, 0.891]","[682.0, 690.0, 637.0, 636.0, 657.0, 713.0, 62.0]",7
D80008_at,"leukemia_base_0001_14, leukemia_base_0001_28, leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0002_27, leukemia_base_0003_1, leukemia_base_0013_10","[1.0, 0.971, 1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.971]","[700.0, 669.0, 669.0, 636.0, 676.0, 726.0, 683.0, 713.0, 660.0, 29.0]",10
D80009_at,"leukemia_base_0001_0, leukemia_base_0001_3, leukemia_base_0001_4, leukemia_base_0002_5, leukemia_base_0002_12, leukemia_base_0002_14","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[680.0, 733.0, 654.0, 637.0, 693.0, 700.0]",6
D80010_at,"leukemia_base_0001_14, leukemia_base_0002_2, leukemia_base_0009_5, leukemia_base_0013_26","[1.0, 1.0, 0.98, 1.0]","[700.0, 683.0, 68.01, 38.0]",4
D80011_at,"leukemia_base_0001_3, leukemia_base_0001_14, leukemia_base_0001_17, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0008_15","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891]","[733.0, 700.0, 722.0, 689.0, 726.0, 683.0, 70.0]",7
D80012_at,"leukemia_base_0001_12, leukemia_base_0001_18, leukemia_base_0001_23, leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_22, leukemia_base_0008_16, leukemia_base_0008_23, leukemia_base_0009_9","[0.971, 1.0, 1.0, 0.984, 1.0, 1.0, 0.891, 0.906, 0.984]","[694.0, 690.0, 646.0, 681.0, 660.0, 676.0, 75.0, 59.0, 53.0]",9
D82060_at,"leukemia_base_0001_2, leukemia_base_0001_6, leukemia_base_0006_9","[1.0, 1.0, 1.0]","[674.0, 677.0, 73.0]",3
D82061_at,"leukemia_base_0001_6, leukemia_base_0001_11, leukemia_base_0001_12, leukemia_base_0001_21, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_16, leukemia_base_0012_1","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.999, 1.0, 0.971]","[677.0, 661.0, 694.0, 704.0, 682.0, 694.0, 636.0, 650.0, 74.0]",9
D82070_at,"leukemia_base_0001_0, leukemia_base_0001_25, leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_8, leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0002_25","[1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 676.0, 681.0, 637.0, 694.0, 647.0, 726.0, 716.0]",8
D82326_at,"leukemia_base_0001_6, leukemia_base_0001_7, leukemia_base_0001_17, leukemia_base_0001_24, leukemia_base_0002_0, leukemia_base_0002_15, leukemia_base_0002_17, leukemia_base_0002_20, leukemia_base_0003_1, leukemia_base_0008_14, leukemia_base_0009_13, leukemia_base_0012_9","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906, 1.0, 1.0]","[677.0, 692.0, 722.0, 663.0, 685.0, 654.0, 689.0, 647.0, 660.0, 69.0, 58.0, 67.0]",12
D82343_at,"leukemia_base_0001_7, leukemia_base_0001_8, leukemia_base_0001_12, leukemia_base_0001_25, leukemia_base_0001_29, leukemia_base_0002_2, leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0003_2","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[692.0, 715.0, 694.0, 676.0, 665.0, 683.0, 694.0, 700.0, 657.0]",9
D82344_at,"leukemia_base_0001_16, leukemia_base_0001_24, leukemia_base_0002_13, leukemia_base_0002_24, leukemia_base_0008_4","[0.971, 1.0, 1.0, 1.0, 0.891]","[659.0, 663.0, 696.0, 683.0, 72.0]",5
D82345_at,"leukemia_base_0001_0, leukemia_base_0001_19, leukemia_base_0001_23, leukemia_base_0002_4, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0002_26, leukemia_base_0012_4","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 676.0, 646.0, 669.0, 650.0, 683.0, 711.0, 56.0]",8
D82346_at,"leukemia_base_0001_8, leukemia_base_0001_26, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[715.0, 644.0, 726.0]",3
D82347_at,"leukemia_base_0001_11, leukemia_base_0001_15, leukemia_base_0001_18, leukemia_base_0001_22, leukemia_base_0001_23, leukemia_base_0002_15, leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0008_15","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.891]","[661.0, 720.0, 690.0, 690.0, 646.0, 654.0, 726.0, 711.0, 70.0]",9
D82348_at,"leukemia_base_0001_0, leukemia_base_0001_2, leukemia_base_0001_13, leukemia_base_0001_15, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0001_25, leukemia_base_0012_20, leukemia_base_0012_29","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 674.0, 682.0, 720.0, 722.0, 646.0, 676.0, 61.0, 51.0]",9
D83004_at,"leukemia_base_0001_7, leukemia_base_0001_28, leukemia_base_0001_29, leukemia_base_0002_13, leukemia_base_0002_20","[1.0, 0.971, 1.0, 1.0, 1.0]","[692.0, 669.0, 665.0, 696.0, 647.0]",5
D83017_s_at,"leukemia_base_0001_0, leukemia_base_0001_22, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_17, leukemia_base_0002_20, leukemia_base_0002_28, leukemia_base_0003_0, leukemia_base_0008_27","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 0.828]","[680.0, 690.0, 694.0, 707.0, 696.0, 689.0, 647.0, 688.0, 634.0, 82.0]",10
D83018_at,"leukemia_base_0001_2, leukemia_base_0001_9, leukemia_base_0001_19, leukemia_base_0001_24, leukemia_base_0002_6, leukemia_base_0011_1, leukemia_base_0012_22","[1.0, 0.968, 1.0, 1.0, 1.0, 0.984, 0.971]","[674.0, 650.0, 676.0, 663.0, 671.0, 42.0, 64.0]",7
D83032_at,"leukemia_base_0001_3, leukemia_base_0001_10, leukemia_base_0002_28, leukemia_base_0003_1, leukemia_base_0009_2","[1.0, 0.971, 1.0, 1.0, 1.0]","[733.0, 679.0, 688.0, 660.0, 49.0]",5
D83174_s_at,"leukemia_base_0001_11, leukemia_base_0001_22, leukemia_base_0002_8, leukemia_base_0002_23, leukemia_base_0002_28, leukemia_base_0007_1, leukemia_base_0008_1, leukemia_base_0013_8","[1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 0.922, 0.941]","[661.0, 690.0, 694.0, 726.0, 688.0, 50.0, 70.0, 26.0]",8
D83195_at,"leukemia_base_0001_26, leukemia_base_0002_8, leukemia_base_0002_12, leukemia_base_0008_29, leukemia_base_0013_13, leukemia_base_0012_2, leukemia_base_0012_18","[1.0, 1.0, 1.0, 0.875, 0.964, 1.0, 0.985]","[644.0, 694.0, 693.0, 74.0, 33.0, 64.0, 67.59]",7
D83243_at,"leukemia_base_0001_15, leukemia_base_0001_16, leukemia_base_0001_24, leukemia_base_0001_28, leukemia_base_0001_29, leukemia_base_0002_2, leukemia_base_0002_6, leukemia_base_0002_9, leukemia_base_0006_2, leukemia_base_0011_27, leukemia_base_0013_9, leukemia_base_0013_13, leukemia_base_0012_14, leukemia_base_0012_24","[1.0, 0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 0.971, 0.964, 0.971, 1.0]","[720.0, 659.0, 663.0, 669.0, 665.0, 683.0, 671.0, 636.0, 79.0, 26.0, 37.0, 33.0, 58.0, 72.0]",14
D83260_s_at,"leukemia_base_0001_5, leukemia_base_0001_7, leukemia_base_0002_19, leukemia_base_0003_0","[1.0, 1.0, 1.0, 0.997]","[688.0, 692.0, 683.0, 634.0]",4
D83407_at,"leukemia_base_0001_0, leukemia_base_0001_27, leukemia_base_0002_5, leukemia_base_0002_6, leukemia_base_0002_18, leukemia_base_0002_21","[1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[680.0, 734.0, 637.0, 671.0, 730.0, 679.0]",6
D83542_at,"leukemia_base_0001_2, leukemia_base_0001_16, leukemia_base_0002_10, leukemia_base_0002_19","[1.0, 0.971, 1.0, 1.0]","[674.0, 659.0, 657.0, 683.0]",4
D83597_at,"leukemia_base_0001_10, leukemia_base_0001_12, leukemia_base_0001_13, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0008_16","[0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891]","[679.0, 694.0, 682.0, 722.0, 646.0, 707.0, 689.0, 75.0]",8
D83646_at,"leukemia_base_0001_1, leukemia_base_0001_3, leukemia_base_0001_17, leukemia_base_0001_29, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0003_1, leukemia_base_0013_20, leukemia_base_0012_4, leukemia_base_0012_29","[1.0, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 733.0, 722.0, 665.0, 636.0, 657.0, 660.0, 38.0, 56.0, 51.0]",10
D83657_at,"leukemia_base_0001_5, leukemia_base_0001_9, leukemia_base_0002_2, leukemia_base_0002_16, leukemia_base_0002_21, leukemia_base_0002_27, leukemia_base_0003_1, leukemia_base_0008_1, leukemia_base_0012_28","[1.0, 0.968, 1.0, 1.0, 0.969, 1.0, 1.0, 0.922, 1.0]","[688.0, 650.0, 683.0, 650.0, 679.0, 713.0, 660.0, 70.0, 65.0]",9
D83699_at,"leukemia_base_0001_12, leukemia_base_0001_20, leukemia_base_0002_3, leukemia_base_0002_16, leukemia_base_0008_21","[0.971, 0.971, 1.0, 1.0, 0.859]","[694.0, 632.0, 660.0, 650.0, 71.0]",5
D83702_at,"leukemia_base_0001_5, leukemia_base_0001_10, leukemia_base_0001_29, leukemia_base_0002_10, leukemia_base_0002_16, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0003_2, leukemia_base_0009_2","[1.0, 0.971, 1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 1.0]","[688.0, 679.0, 665.0, 657.0, 650.0, 679.0, 676.0, 657.0, 49.0]",9
D83703_at,"leukemia_base_0001_25, leukemia_base_0002_11, leukemia_base_0002_14, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0]","[676.0, 707.0, 700.0, 683.0]",4
D83735_at,"leukemia_base_0001_9, leukemia_base_0001_12, leukemia_base_0001_20, leukemia_base_0001_26, leukemia_base_0002_25, leukemia_base_0003_1, leukemia_base_0008_1","[0.968, 0.971, 0.971, 1.0, 1.0, 1.0, 0.922]","[650.0, 694.0, 632.0, 644.0, 716.0, 660.0, 70.0]",7
D83767_at,"leukemia_base_0001_14, leukemia_base_0001_16, leukemia_base_0001_19, leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_17, leukemia_base_0002_20, leukemia_base_0002_29, leukemia_base_0003_1, leukemia_base_0003_2","[1.0, 0.971, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 659.0, 676.0, 685.0, 681.0, 660.0, 694.0, 689.0, 647.0, 707.0, 660.0, 657.0]",12
D83776_at,"leukemia_base_0001_6, leukemia_base_0001_22, leukemia_base_0001_23, leukemia_base_0002_6, leukemia_base_0002_15, leukemia_base_0002_17, leukemia_base_0002_28, leukemia_base_0008_25","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906]","[677.0, 690.0, 646.0, 671.0, 654.0, 689.0, 688.0, 67.0]",8
D83777_at,"leukemia_base_0001_0, leukemia_base_0001_1, leukemia_base_0001_5, leukemia_base_0001_11, leukemia_base_0001_19, leukemia_base_0001_25, leukemia_base_0008_3","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859]","[680.0, 700.0, 688.0, 661.0, 676.0, 676.0, 78.0]",7
D83778_at,"leukemia_base_0001_2, leukemia_base_0001_10, leukemia_base_0001_12, leukemia_base_0001_19, leukemia_base_0001_28, leukemia_base_0002_16, leukemia_base_0002_21, leukemia_base_0007_6","[1.0, 0.971, 0.971, 1.0, 0.971, 1.0, 0.969, 1.0]","[674.0, 679.0, 694.0, 676.0, 669.0, 650.0, 679.0, 67.0]",8
D83779_at,"leukemia_base_0001_23, leukemia_base_0006_6, leukemia_base_0008_12, leukemia_base_0009_18, leukemia_base_0013_26","[1.0, 1.0, 0.922, 0.984, 1.0]","[646.0, 70.0, 70.0, 70.0, 38.0]",5
D83780_at,"leukemia_base_0001_10, leukemia_base_0001_18, leukemia_base_0001_20, leukemia_base_0002_16, leukemia_base_0002_23","[0.971, 1.0, 0.971, 1.0, 1.0]","[679.0, 690.0, 632.0, 650.0, 726.0]",5
D83781_at,"leukemia_base_0001_1, leukemia_base_0001_13, leukemia_base_0001_14, leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0001_23, leukemia_base_0002_2, leukemia_base_0002_12, leukemia_base_0013_14","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 682.0, 700.0, 632.0, 704.0, 646.0, 683.0, 693.0, 32.0]",9
D83782_at,"leukemia_base_0002_20, leukemia_base_0002_29, leukemia_base_0003_0","[1.0, 1.0, 0.997]","[647.0, 707.0, 634.0]",3
D83783_at,"leukemia_base_0001_14, leukemia_base_0001_15, leukemia_base_0001_21, leukemia_base_0002_2, leukemia_base_0002_6, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0008_16, leukemia_base_0009_19","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891, 1.0]","[700.0, 720.0, 704.0, 683.0, 671.0, 689.0, 726.0, 75.0, 68.0]",9
