selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
M80359_at,"leukemia_base_0001_2, leukemia_base_0001_25, leukemia_base_0002_3, leukemia_base_0002_16, leukemia_base_0003_2","[1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 676.0, 660.0, 650.0, 657.0]",5
M80397_s_at,"leukemia_base_0001_15, leukemia_base_0002_10, leukemia_base_0002_26, leukemia_base_0003_0, leukemia_base_0012_15","[1.0, 1.0, 1.0, 0.997, 0.971]","[720.0, 657.0, 711.0, 634.0, 58.0]",5
M80478_at,"leukemia_base_0001_2, leukemia_base_0001_11, leukemia_base_0002_4, leukemia_base_0009_5","[1.0, 1.0, 1.0, 0.98]","[674.0, 661.0, 669.0, 68.01]",4
M80482_at,"leukemia_base_0001_4, leukemia_base_0001_9, leukemia_base_0001_12, leukemia_base_0001_17, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_20, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0008_7, leukemia_base_0008_22","[0.971, 0.968, 0.971, 1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 0.953, 0.891]","[654.0, 650.0, 694.0, 722.0, 636.0, 707.0, 647.0, 688.0, 707.0, 70.0, 58.0]",11
M80563_at,"leukemia_base_0001_6, leukemia_base_0001_27, leukemia_base_0002_2, leukemia_base_0002_14, leukemia_base_0009_5","[1.0, 1.0, 1.0, 1.0, 0.98]","[677.0, 734.0, 683.0, 700.0, 68.01]",5
M80629_at,"leukemia_base_0001_4, leukemia_base_0001_24, leukemia_base_0001_25, leukemia_base_0002_3, leukemia_base_0003_2","[0.971, 1.0, 1.0, 1.0, 1.0]","[654.0, 663.0, 676.0, 660.0, 657.0]",5
M80647_at,"leukemia_base_0001_22, leukemia_base_0002_0, leukemia_base_0002_15, leukemia_base_0002_26, leukemia_base_0013_7, leukemia_base_0012_9","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[690.0, 685.0, 654.0, 711.0, 34.0, 67.0]",6
M80783_at,"leukemia_base_0001_2, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0008_6, leukemia_base_0012_0","[1.0, 1.0, 1.0, 0.828, 0.971]","[674.0, 688.0, 707.0, 67.0, 57.0]",5
M80899_at,"leukemia_base_0001_1, leukemia_base_0001_29, leukemia_base_0002_1, leukemia_base_0002_11, leukemia_base_0002_27, leukemia_base_0008_13","[1.0, 1.0, 0.984, 1.0, 1.0, 0.891]","[700.0, 665.0, 681.0, 707.0, 713.0, 64.0]",6
M81057_at,"leukemia_base_0001_6, leukemia_base_0001_26, leukemia_base_0001_29, leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0007_4, leukemia_base_0013_4","[1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 0.941]","[677.0, 644.0, 665.0, 660.0, 669.0, 63.0, 35.0]",7
M81118_at,"leukemia_base_0001_16, leukemia_base_0001_23, leukemia_base_0001_29, leukemia_base_0002_21, leukemia_base_0002_24, leukemia_base_0003_1, leukemia_base_0008_6","[0.971, 1.0, 1.0, 0.969, 1.0, 1.0, 0.828]","[659.0, 646.0, 665.0, 679.0, 683.0, 660.0, 67.0]",7
M81181_s_at,"leukemia_base_0001_1, leukemia_base_0001_3, leukemia_base_0001_14, leukemia_base_0001_21, leukemia_base_0001_22, leukemia_base_0001_24, leukemia_base_0001_29, leukemia_base_0002_5, leukemia_base_0002_13, leukemia_base_0002_16, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 733.0, 700.0, 704.0, 690.0, 663.0, 665.0, 637.0, 696.0, 650.0, 683.0]",11
M81182_s_at,"leukemia_base_0001_8, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0003_1, leukemia_base_0012_12","[1.0, 0.969, 1.0, 1.0, 1.0]","[715.0, 679.0, 726.0, 660.0, 80.0]",5
M81379_at,"leukemia_base_0001_2, leukemia_base_0001_9, leukemia_base_0001_13, leukemia_base_0001_18, leukemia_base_0001_19, leukemia_base_0012_25","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0]","[674.0, 650.0, 682.0, 690.0, 676.0, 63.0]",6
M81601_at,"leukemia_base_0001_20, leukemia_base_0002_26","[0.971, 1.0]","[632.0, 711.0]",2
M81637_at,"leukemia_base_0001_2, leukemia_base_0001_5, leukemia_base_0001_17, leukemia_base_0001_19, leukemia_base_0002_12, leukemia_base_0002_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 688.0, 722.0, 676.0, 693.0, 676.0]",6
M81650_rna1_at,"leukemia_base_0001_6, leukemia_base_0001_11, leukemia_base_0001_14, leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0012_8","[1.0, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0, 1.0]","[677.0, 661.0, 700.0, 681.0, 682.0, 657.0, 726.0, 711.0, 64.0]",9
M81695_s_at,"leukemia_base_0001_15, leukemia_base_0001_17, leukemia_base_0002_6, leukemia_base_0002_17, leukemia_base_0002_29, leukemia_base_0009_19, leukemia_base_0009_26","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[720.0, 722.0, 671.0, 689.0, 707.0, 68.0, 57.0]",7
M81750_at,"leukemia_base_0001_9, leukemia_base_0001_19, leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0001_28, leukemia_base_0001_29, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_19, leukemia_base_0002_27, leukemia_base_0007_1, leukemia_base_0008_14","[0.968, 1.0, 0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 0.984, 0.906]","[650.0, 676.0, 632.0, 704.0, 669.0, 665.0, 682.0, 694.0, 636.0, 683.0, 713.0, 50.0, 69.0]",13
M81757_at,"leukemia_base_0001_9, leukemia_base_0001_15, leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_21, leukemia_base_0002_29, leukemia_base_0003_1","[0.968, 1.0, 0.984, 1.0, 0.969, 1.0, 1.0]","[650.0, 720.0, 681.0, 682.0, 679.0, 707.0, 660.0]",7
M81758_at,"leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0001_24, leukemia_base_0002_7, leukemia_base_0002_29, leukemia_base_0012_6, leukemia_base_0012_20","[1.0, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0]","[690.0, 704.0, 663.0, 682.0, 707.0, 82.0, 61.0]",7
M81778_s_at,"leukemia_base_0001_3, leukemia_base_0001_13, leukemia_base_0001_22, leukemia_base_0001_29, leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_11, leukemia_base_0003_1, leukemia_base_0007_5, leukemia_base_0008_25, leukemia_base_0012_24","[1.0, 1.0, 0.971, 1.0, 0.984, 1.0, 1.0, 1.0, 0.984, 0.906, 1.0]","[733.0, 682.0, 690.0, 665.0, 681.0, 669.0, 707.0, 660.0, 60.0, 67.0, 72.0]",11
M81780_cds3_at,"leukemia_base_0001_17, leukemia_base_0002_17, leukemia_base_0002_18, leukemia_base_0002_19, leukemia_base_0012_19","[1.0, 1.0, 1.0, 1.0, 1.0]","[722.0, 689.0, 730.0, 683.0, 67.0]",5
M81780_cds4_at,"leukemia_base_0001_11, leukemia_base_0001_24, leukemia_base_0001_29, leukemia_base_0002_0, leukemia_base_0002_8, leukemia_base_0002_27, leukemia_base_0002_29, leukemia_base_0011_14, leukemia_base_0013_19","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 0.995]","[661.0, 663.0, 665.0, 685.0, 694.0, 713.0, 707.0, 23.0, 34.0]",9
M81780_cds5_at,"leukemia_base_0001_1, leukemia_base_0001_14, leukemia_base_0001_24, leukemia_base_0001_28, leukemia_base_0001_29, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_24, leukemia_base_0002_29, leukemia_base_0007_1, leukemia_base_0009_1, leukemia_base_0012_26","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 1.0, 1.0]","[700.0, 700.0, 663.0, 669.0, 665.0, 693.0, 730.0, 683.0, 707.0, 50.0, 62.0, 71.0]",12
M81829_at,"leukemia_base_0001_12, leukemia_base_0001_27, leukemia_base_0002_0, leukemia_base_0002_19","[0.971, 1.0, 1.0, 1.0]","[694.0, 734.0, 685.0, 683.0]",4
M81830_at,"leukemia_base_0001_17, leukemia_base_0001_28, leukemia_base_0002_0, leukemia_base_0002_16, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0003_2","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[722.0, 669.0, 685.0, 650.0, 683.0, 716.0, 657.0]",7
M81882_at,"leukemia_base_0001_19, leukemia_base_0001_23, leukemia_base_0001_25, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_15, leukemia_base_0007_3","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[676.0, 646.0, 676.0, 694.0, 707.0, 654.0, 58.0]",7
M81883_at,"leukemia_base_0001_9, leukemia_base_0001_14, leukemia_base_0001_17, leukemia_base_0001_22, leukemia_base_0001_23, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_14, leukemia_base_0012_25","[0.968, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[650.0, 700.0, 722.0, 690.0, 646.0, 734.0, 665.0, 700.0, 63.0]",9
M81886_s_at,"leukemia_base_0001_0, leukemia_base_0001_7, leukemia_base_0001_14, leukemia_base_0002_0, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0011_5","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 692.0, 700.0, 685.0, 689.0, 726.0, 34.0]",7
M81933_at,"leukemia_base_0002_13, leukemia_base_0002_23, leukemia_base_0003_1, leukemia_base_0008_6","[1.0, 1.0, 1.0, 0.828]","[696.0, 726.0, 660.0, 67.0]",4
M82809_at,"leukemia_base_0001_13, leukemia_base_0002_2, leukemia_base_0002_6, leukemia_base_0002_17, leukemia_base_0012_20","[1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 683.0, 671.0, 689.0, 61.0]",5
M82827_s_at,"leukemia_base_0002_11, leukemia_base_0002_18, leukemia_base_0002_22, leukemia_base_0002_25, leukemia_base_0008_19","[1.0, 1.0, 1.0, 1.0, 0.859]","[707.0, 730.0, 676.0, 716.0, 70.0]",5
M82882_at,"leukemia_base_0001_0, leukemia_base_0001_13, leukemia_base_0001_14, leukemia_base_0001_19, leukemia_base_0002_12, leukemia_base_0002_25, leukemia_base_0002_29, leukemia_base_0009_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[680.0, 682.0, 700.0, 676.0, 693.0, 716.0, 707.0, 65.0]",8
M82919_at,"leukemia_base_0001_0, leukemia_base_0001_15, leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_9, leukemia_base_0002_17, leukemia_base_0002_21, leukemia_base_0002_26, leukemia_base_0008_2, leukemia_base_0008_6, leukemia_base_0009_19","[1.0, 1.0, 0.984, 1.0, 0.999, 1.0, 0.969, 1.0, 0.906, 0.828, 1.0]","[680.0, 720.0, 681.0, 660.0, 636.0, 689.0, 679.0, 711.0, 78.0, 67.0, 68.0]",11
M82962_at,"leukemia_base_0001_0, leukemia_base_0001_5, leukemia_base_0001_7, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0001_29, leukemia_base_0002_4, leukemia_base_0002_28, leukemia_base_0008_21","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859]","[680.0, 688.0, 692.0, 722.0, 646.0, 665.0, 669.0, 688.0, 71.0]",9
M83088_at,"leukemia_base_0001_3, leukemia_base_0001_5, leukemia_base_0001_6, leukemia_base_0001_7, leukemia_base_0001_13, leukemia_base_0001_24, leukemia_base_0002_1, leukemia_base_0002_9, leukemia_base_0002_22, leukemia_base_0002_26, leukemia_base_0012_7","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 0.999, 1.0, 1.0, 1.0]","[733.0, 688.0, 677.0, 692.0, 682.0, 663.0, 681.0, 636.0, 676.0, 711.0, 82.0]",11
M83181_at,"leukemia_base_0001_5, leukemia_base_0001_29, leukemia_base_0002_18, leukemia_base_0002_26, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0, 1.0]","[688.0, 665.0, 730.0, 711.0, 713.0]",5
M83186_at,"leukemia_base_0001_23, leukemia_base_0002_10, leukemia_base_0006_3, leukemia_base_0009_9","[1.0, 1.0, 0.984, 0.984]","[646.0, 657.0, 64.0, 53.0]",4
M83216_s_at,"leukemia_base_0001_2, leukemia_base_0001_8, leukemia_base_0002_2, leukemia_base_0002_15, leukemia_base_0002_27, leukemia_base_0003_2, leukemia_base_0012_18","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.985]","[674.0, 715.0, 683.0, 654.0, 713.0, 657.0, 67.59]",7
M83221_at,"leukemia_base_0001_9, leukemia_base_0001_13, leukemia_base_0001_21, leukemia_base_0001_22, leukemia_base_0002_7, leukemia_base_0002_24","[0.968, 1.0, 1.0, 0.971, 1.0, 1.0]","[650.0, 682.0, 704.0, 690.0, 682.0, 683.0]",6
M83233_at,"leukemia_base_0001_5, leukemia_base_0001_28, leukemia_base_0002_10, leukemia_base_0002_23, leukemia_base_0003_1, leukemia_base_0008_18, leukemia_base_0009_11, leukemia_base_0011_26","[1.0, 0.971, 1.0, 1.0, 1.0, 0.922, 0.969, 1.0]","[688.0, 669.0, 657.0, 726.0, 660.0, 72.0, 60.0, 32.0]",8
M83308_at,"leukemia_base_0001_12, leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0001_25, leukemia_base_0002_2, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0002_27, leukemia_base_0003_1, leukemia_base_0009_1, leukemia_base_0011_12","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[694.0, 690.0, 704.0, 676.0, 683.0, 683.0, 716.0, 713.0, 660.0, 62.0, 38.0]",11
M83363_at,"leukemia_base_0001_9, leukemia_base_0001_24, leukemia_base_0002_4, leukemia_base_0002_13","[0.968, 1.0, 1.0, 1.0]","[650.0, 663.0, 669.0, 696.0]",4
M83554_at,"leukemia_base_0001_8, leukemia_base_0001_28, leukemia_base_0003_1","[1.0, 0.971, 1.0]","[715.0, 669.0, 660.0]",3
M83651_at,"leukemia_base_0001_8, leukemia_base_0001_24, leukemia_base_0001_27, leukemia_base_0002_0, leukemia_base_0002_6, leukemia_base_0002_25, leukemia_base_0008_8, leukemia_base_0008_13","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891, 0.891]","[715.0, 663.0, 734.0, 685.0, 671.0, 716.0, 57.0, 64.0]",8
M83652_s_at,"leukemia_base_0001_16, leukemia_base_0001_17, leukemia_base_0001_28, leukemia_base_0002_27, leukemia_base_0006_0, leukemia_base_0007_9, leukemia_base_0011_18, leukemia_base_0013_20, leukemia_base_0012_4","[0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 1.0, 1.0]","[659.0, 722.0, 669.0, 713.0, 66.0, 65.0, 23.0, 38.0, 56.0]",9
M83664_at,"leukemia_base_0001_7, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_12, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0009_17","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[692.0, 734.0, 665.0, 660.0, 657.0, 693.0, 654.0, 730.0, 66.0]",9
M83667_rna1_s_at,"leukemia_base_0001_5, leukemia_base_0001_10, leukemia_base_0002_11, leukemia_base_0002_29, leukemia_base_0006_2, leukemia_base_0006_3, leukemia_base_0008_14, leukemia_base_0013_10, leukemia_base_0013_26","[1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 0.906, 0.971, 1.0]","[688.0, 679.0, 707.0, 707.0, 79.0, 64.0, 69.0, 29.0, 38.0]",9
M83712_s_at,"leukemia_base_0002_0, leukemia_base_0002_7, leukemia_base_0002_20, leukemia_base_0002_26, leukemia_base_0008_3, leukemia_base_0008_12","[1.0, 1.0, 1.0, 1.0, 0.859, 0.922]","[685.0, 682.0, 647.0, 711.0, 78.0, 70.0]",6
M83738_at,"leukemia_base_0001_16, leukemia_base_0001_25, leukemia_base_0002_16, leukemia_base_0006_1, leukemia_base_0008_9, leukemia_base_0008_17","[0.971, 1.0, 1.0, 0.984, 0.859, 0.859]","[659.0, 676.0, 650.0, 69.0, 61.0, 65.0]",6
M83751_at,"leukemia_base_0001_5, leukemia_base_0001_26, leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0003_1, leukemia_base_0003_2","[1.0, 1.0, 1.0, 0.999, 1.0, 1.0]","[688.0, 644.0, 669.0, 636.0, 660.0, 657.0]",6
M83772_at,"leukemia_base_0001_0, leukemia_base_0001_13, leukemia_base_0001_24, leukemia_base_0001_27, leukemia_base_0002_14, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0011_5, leukemia_base_0011_15","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[680.0, 682.0, 663.0, 734.0, 700.0, 647.0, 676.0, 683.0, 34.0, 29.0]",10
M83822_at,"leukemia_base_0001_0, leukemia_base_0001_13, leukemia_base_0001_26, leukemia_base_0002_12, leukemia_base_0002_13, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 682.0, 644.0, 693.0, 696.0, 647.0, 683.0]",7
M83941_at,"leukemia_base_0001_2, leukemia_base_0001_9, leukemia_base_0001_10, leukemia_base_0001_16, leukemia_base_0001_20, leukemia_base_0001_25, leukemia_base_0002_3, leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_28","[1.0, 0.968, 0.971, 0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 650.0, 679.0, 659.0, 632.0, 676.0, 660.0, 637.0, 700.0, 688.0]",10
M84332_at,"leukemia_base_0001_29, leukemia_base_0002_2, leukemia_base_0002_8, leukemia_base_0008_4, leukemia_base_0009_19","[1.0, 1.0, 1.0, 0.891, 1.0]","[665.0, 683.0, 694.0, 72.0, 68.0]",5
M84349_at,"leukemia_base_0002_4, leukemia_base_0002_7, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[669.0, 682.0, 707.0]",3
M84371_rna1_s_at,"leukemia_base_0001_11, leukemia_base_0001_13, leukemia_base_0001_14, leukemia_base_0001_18, leukemia_base_0001_23, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_21, leukemia_base_0002_25, leukemia_base_0003_0, leukemia_base_0009_3, leukemia_base_0008_25, leukemia_base_0013_5, leukemia_base_0012_15, leukemia_base_0012_27","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 0.997, 1.0, 0.906, 0.971, 0.971, 1.0]","[661.0, 682.0, 700.0, 690.0, 646.0, 707.0, 696.0, 679.0, 716.0, 634.0, 67.0, 67.0, 28.0, 58.0, 57.0]",15
M84424_at,"leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0009_28","[1.0, 1.0, 0.984]","[690.0, 704.0, 65.0]",3
M84526_at,"leukemia_base_0001_5, leukemia_base_0001_12, leukemia_base_0001_20, leukemia_base_0002_2, leukemia_base_0002_24, leukemia_base_0003_0, leukemia_base_0007_9, leukemia_base_0008_10, leukemia_base_0009_6, leukemia_base_0009_10, leukemia_base_0009_11, leukemia_base_0009_16, leukemia_base_0011_6, leukemia_base_0011_7, leukemia_base_0011_20, leukemia_base_0011_27, leukemia_base_0013_18, leukemia_base_0012_18","[1.0, 0.971, 0.971, 1.0, 1.0, 0.997, 1.0, 0.906, 0.984, 1.0, 0.969, 0.984, 1.0, 0.984, 1.0, 1.0, 1.0, 0.985]","[688.0, 694.0, 632.0, 683.0, 683.0, 634.0, 65.0, 79.0, 60.0, 62.0, 60.0, 64.0, 22.0, 26.0, 41.0, 26.0, 26.0, 67.59]",18
M84605_at,"leukemia_base_0001_14, leukemia_base_0001_18, leukemia_base_0001_19, leukemia_base_0001_20, leukemia_base_0002_12, leukemia_base_0002_18","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0]","[700.0, 690.0, 676.0, 632.0, 693.0, 730.0]",6
M84711_at,"leukemia_base_0001_17, leukemia_base_0002_12","[1.0, 1.0]","[722.0, 693.0]",2
M84739_at,"leukemia_base_0001_12, leukemia_base_0001_23, leukemia_base_0002_2, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_29, leukemia_base_0008_25, leukemia_base_0009_17","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906, 0.984]","[694.0, 646.0, 683.0, 700.0, 654.0, 707.0, 67.0, 66.0]",8
M84820_s_at,"leukemia_base_0001_6, leukemia_base_0001_23, leukemia_base_0002_4, leukemia_base_0002_5, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0006_7","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 0.969]","[677.0, 646.0, 669.0, 637.0, 679.0, 726.0, 683.0, 63.0]",8
M85085_at,"leukemia_base_0001_5, leukemia_base_0001_27, leukemia_base_0002_4, leukemia_base_0002_24, leukemia_base_0003_2, leukemia_base_0008_15, leukemia_base_0011_7","[1.0, 1.0, 1.0, 1.0, 1.0, 0.891, 0.984]","[688.0, 734.0, 669.0, 683.0, 657.0, 70.0, 26.0]",7
M85164_at,"leukemia_base_0001_19, leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_9, leukemia_base_0002_17, leukemia_base_0002_21","[1.0, 0.984, 1.0, 0.999, 1.0, 0.969]","[676.0, 681.0, 683.0, 636.0, 689.0, 679.0]",6
M85165_at,"leukemia_base_0001_15, leukemia_base_0001_22, leukemia_base_0001_28, leukemia_base_0002_3, leukemia_base_0002_14, leukemia_base_0002_22, leukemia_base_0002_26","[1.0, 0.971, 0.971, 1.0, 1.0, 1.0, 1.0]","[720.0, 690.0, 669.0, 660.0, 700.0, 676.0, 711.0]",7
M85169_at,"leukemia_base_0001_14, leukemia_base_0001_15, leukemia_base_0001_17, leukemia_base_0001_21, leukemia_base_0001_24, leukemia_base_0001_28, leukemia_base_0002_20, leukemia_base_0006_9, leukemia_base_0013_21","[1.0, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 0.999]","[700.0, 720.0, 722.0, 704.0, 663.0, 669.0, 647.0, 73.0, 23.0]",9
M85217_at,leukemia_base_0002_20,[1.0],[647.0],1
M85220_at,"leukemia_base_0001_21, leukemia_base_0001_22, leukemia_base_0001_29, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0003_1","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0]","[704.0, 690.0, 665.0, 726.0, 716.0, 660.0]",6
M85247_at,"leukemia_base_0001_3, leukemia_base_0001_17","[1.0, 1.0]","[733.0, 722.0]",2
M85276_at,"leukemia_base_0001_4, leukemia_base_0002_13, leukemia_base_0002_27","[0.971, 1.0, 1.0]","[654.0, 696.0, 713.0]",3
M85289_at,"leukemia_base_0001_12, leukemia_base_0001_25, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0006_4","[0.971, 1.0, 0.999, 1.0, 1.0]","[694.0, 676.0, 636.0, 707.0, 68.0]",5
M86383_s_at,"leukemia_base_0001_3, leukemia_base_0001_9, leukemia_base_0001_14, leukemia_base_0001_23, leukemia_base_0002_10, leukemia_base_0002_19, leukemia_base_0002_28","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0]","[733.0, 650.0, 700.0, 646.0, 657.0, 683.0, 688.0]",7
M86400_at,"leukemia_base_0001_5, leukemia_base_0001_12, leukemia_base_0002_19, leukemia_base_0002_24, leukemia_base_0012_6","[1.0, 0.971, 1.0, 1.0, 0.971]","[688.0, 694.0, 683.0, 683.0, 82.0]",5
M86406_at,"leukemia_base_0001_23, leukemia_base_0002_10, leukemia_base_0002_12","[1.0, 1.0, 1.0]","[646.0, 657.0, 693.0]",3
M86407_at,"leukemia_base_0001_14, leukemia_base_0002_3, leukemia_base_0008_10, leukemia_base_0008_27","[1.0, 1.0, 0.906, 0.828]","[700.0, 660.0, 79.0, 82.0]",4
M86528_at,"leukemia_base_0001_4, leukemia_base_0001_6, leukemia_base_0001_20, leukemia_base_0002_2, leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0002_28","[0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0]","[654.0, 677.0, 632.0, 683.0, 726.0, 711.0, 688.0]",7
M86546_at,"leukemia_base_0001_0, leukemia_base_0001_25, leukemia_base_0002_17, leukemia_base_0013_22","[1.0, 1.0, 1.0, 1.0]","[680.0, 676.0, 689.0, 30.0]",4
M86667_at,"leukemia_base_0001_14, leukemia_base_0001_15, leukemia_base_0001_26, leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0003_1, leukemia_base_0006_5, leukemia_base_0011_9, leukemia_base_0011_19, leukemia_base_0012_12, leukemia_base_0012_13","[1.0, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 0.997, 0.969, 0.984, 1.0, 1.0]","[700.0, 720.0, 644.0, 681.0, 660.0, 657.0, 660.0, 56.92, 29.0, 24.0, 80.0, 74.0]",12
M86699_at,"leukemia_base_0001_4, leukemia_base_0001_28, leukemia_base_0002_26, leukemia_base_0008_0, leukemia_base_0008_28","[0.971, 0.971, 1.0, 0.938, 0.906]","[654.0, 669.0, 711.0, 73.0, 70.0]",5
M86707_at,"leukemia_base_0001_14, leukemia_base_0002_12, leukemia_base_0003_0, leukemia_base_0003_1","[1.0, 1.0, 0.997, 1.0]","[700.0, 693.0, 634.0, 660.0]",4
M86737_at,"leukemia_base_0001_4, leukemia_base_0001_10, leukemia_base_0001_11, leukemia_base_0001_27, leukemia_base_0002_0, leukemia_base_0002_22, leukemia_base_0002_29","[0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 679.0, 661.0, 734.0, 685.0, 676.0, 707.0]",7
M86752_at,"leukemia_base_0001_5, leukemia_base_0001_24, leukemia_base_0002_15, leukemia_base_0002_16, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[688.0, 663.0, 654.0, 650.0, 707.0]",5
M86757_s_at,"leukemia_base_0001_19, leukemia_base_0001_23, leukemia_base_0002_9, leukemia_base_0002_12, leukemia_base_0003_2, leukemia_base_0007_6, leukemia_base_0009_17","[1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 0.984]","[676.0, 646.0, 636.0, 693.0, 657.0, 67.0, 66.0]",7
M86808_at,"leukemia_base_0001_8, leukemia_base_0001_18, leukemia_base_0001_26, leukemia_base_0001_28, leukemia_base_0002_11, leukemia_base_0002_18, leukemia_base_0002_22, leukemia_base_0009_14","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0]","[715.0, 690.0, 644.0, 669.0, 707.0, 730.0, 676.0, 57.0]",8
M86826_at,"leukemia_base_0001_1, leukemia_base_0001_15, leukemia_base_0002_13, leukemia_base_0003_2","[1.0, 1.0, 1.0, 1.0]","[700.0, 720.0, 696.0, 657.0]",4
