selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
att_257,"mandelon_base_0017_2, mandelon_base_0023_7, mandelon_base_0023_20","[0.73, 0.79, 0.785]","[44.0, 33.0, 30.0]",3
att_258,"mandelon_base_0017_0, mandelon_base_0023_14","[0.685, 0.788]","[31.0, 36.0]",2
att_259,"mandelon_base_0017_7, mandelon_base_0017_8, mandelon_base_0017_11, mandelon_base_0023_18, mandelon_base_0023_25","[0.697, 0.78, 0.695, 0.81, 0.76]","[41.0, 24.0, 41.0, 33.0, 36.0]",5
att_26,"mandelon_base_0017_15, mandelon_base_0023_14","[0.76, 0.788]","[39.0, 36.0]",2
att_261,"mandelon_base_0017_7, mandelon_base_0023_24, mandelon_base_0023_28","[0.697, 0.765, 0.748]","[41.0, 41.0, 36.0]",3
att_263,mandelon_base_0023_15,[0.755],[36.0],1
att_264,"mandelon_base_0023_0, mandelon_base_0023_11, mandelon_base_0023_29","[0.697, 0.758, 0.785]","[36.0, 44.0, 28.0]",3
att_265,"mandelon_base_0017_0, mandelon_base_0017_18, mandelon_base_0023_4, mandelon_base_0023_15, mandelon_base_0023_17, mandelon_base_0023_26","[0.685, 0.682, 0.665, 0.755, 0.785, 0.723]","[31.0, 35.0, 45.0, 36.0, 36.0, 44.0]",6
att_266,"mandelon_base_0017_10, mandelon_base_0023_2, mandelon_base_0023_17, mandelon_base_0023_25","[0.785, 0.723, 0.785, 0.76]","[29.0, 41.0, 36.0, 36.0]",4
att_267,"mandelon_base_0017_2, mandelon_base_0017_5","[0.73, 0.76]","[44.0, 36.0]",2
att_268,"mandelon_base_0023_0, mandelon_base_0023_6, mandelon_base_0023_8, mandelon_base_0023_26, mandelon_base_0023_27","[0.697, 0.803, 0.763, 0.723, 0.687]","[36.0, 24.0, 36.0, 44.0, 31.0]",5
att_269,"mandelon_base_0023_13, mandelon_base_0023_19","[0.76, 0.745]","[39.0, 41.0]",2
att_27,"mandelon_base_0017_4, mandelon_base_0017_9, mandelon_base_0023_9, mandelon_base_0023_20, mandelon_base_0023_27","[0.762, 0.71, 0.775, 0.785, 0.687]","[29.0, 38.0, 36.0, 30.0, 31.0]",5
att_270,"mandelon_base_0023_14, mandelon_base_0023_21, mandelon_base_0023_23","[0.788, 0.818, 0.772]","[36.0, 31.0, 31.0]",3
att_271,"mandelon_base_0017_1, mandelon_base_0023_17","[0.71, 0.785]","[36.0, 36.0]",2
att_272,"mandelon_base_0017_16, mandelon_base_0023_13, mandelon_base_0023_28","[0.747, 0.76, 0.748]","[35.0, 39.0, 36.0]",3
att_273,"mandelon_base_0017_5, mandelon_base_0017_9, mandelon_base_0017_12","[0.76, 0.71, 0.715]","[36.0, 38.0, 45.0]",3
att_274,"mandelon_base_0017_17, mandelon_base_0023_6, mandelon_base_0023_19, mandelon_base_0023_24, mandelon_base_0023_25","[0.728, 0.803, 0.745, 0.765, 0.76]","[38.0, 24.0, 41.0, 41.0, 36.0]",5
att_275,"mandelon_base_0017_0, mandelon_base_0017_4, mandelon_base_0017_11, mandelon_base_0023_13, mandelon_base_0023_18, mandelon_base_0023_20","[0.685, 0.762, 0.695, 0.76, 0.81, 0.785]","[31.0, 29.0, 41.0, 39.0, 33.0, 30.0]",6
att_277,mandelon_base_0023_18,[0.81],[33.0],1
att_278,"mandelon_base_0017_7, mandelon_base_0017_13, mandelon_base_0023_7, mandelon_base_0023_13, mandelon_base_0023_19","[0.697, 0.78, 0.79, 0.76, 0.745]","[41.0, 31.0, 33.0, 39.0, 41.0]",5
att_279,"mandelon_base_0017_18, mandelon_base_0023_4, mandelon_base_0023_7, mandelon_base_0023_8, mandelon_base_0023_10, mandelon_base_0023_27, mandelon_base_0023_28","[0.682, 0.665, 0.79, 0.763, 0.73, 0.687, 0.748]","[35.0, 45.0, 33.0, 36.0, 33.0, 31.0, 36.0]",7
att_28,"mandelon_base_0017_0, mandelon_base_0023_1, mandelon_base_0023_8","[0.685, 0.768, 0.763]","[31.0, 41.0, 36.0]",3
att_280,mandelon_base_0023_6,[0.803],[24.0],1
att_281,"mandelon_base_0017_16, mandelon_base_0023_2, mandelon_base_0023_7, mandelon_base_0023_15, mandelon_base_0023_19, mandelon_base_0023_22, mandelon_base_0023_29","[0.747, 0.723, 0.79, 0.755, 0.745, 0.707, 0.785]","[35.0, 41.0, 33.0, 36.0, 41.0, 41.0, 28.0]",7
att_282,"mandelon_base_0017_0, mandelon_base_0017_4, mandelon_base_0017_10, mandelon_base_0017_13, mandelon_base_0017_16, mandelon_base_0017_17, mandelon_base_0023_0, mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_7, mandelon_base_0023_9, mandelon_base_0023_10, mandelon_base_0023_13, mandelon_base_0023_19, mandelon_base_0023_22, mandelon_base_0023_27, mandelon_base_0023_28","[0.685, 0.762, 0.785, 0.78, 0.747, 0.728, 0.697, 0.768, 0.723, 0.79, 0.775, 0.73, 0.76, 0.745, 0.707, 0.687, 0.748]","[31.0, 29.0, 29.0, 31.0, 35.0, 38.0, 36.0, 41.0, 41.0, 33.0, 36.0, 33.0, 39.0, 41.0, 41.0, 31.0, 36.0]",17
att_284,"mandelon_base_0017_10, mandelon_base_0023_12, mandelon_base_0023_27","[0.785, 0.812, 0.687]","[29.0, 31.0, 31.0]",3
att_285,"mandelon_base_0023_9, mandelon_base_0023_22","[0.775, 0.707]","[36.0, 41.0]",2
att_286,"mandelon_base_0017_2, mandelon_base_0017_13, mandelon_base_0023_1","[0.73, 0.78, 0.768]","[44.0, 31.0, 41.0]",3
att_287,mandelon_base_0023_5,[0.785],[29.0],1
att_288,"mandelon_base_0023_20, mandelon_base_0023_23, mandelon_base_0023_29","[0.785, 0.772, 0.785]","[30.0, 31.0, 28.0]",3
att_289,"mandelon_base_0017_17, mandelon_base_0023_11, mandelon_base_0023_20","[0.728, 0.758, 0.785]","[38.0, 44.0, 30.0]",3
att_29,"mandelon_base_0017_0, mandelon_base_0017_2, mandelon_base_0017_6, mandelon_base_0017_7, mandelon_base_0017_16, mandelon_base_0017_18, mandelon_base_0023_0, mandelon_base_0023_3, mandelon_base_0023_11, mandelon_base_0023_13, mandelon_base_0023_16, mandelon_base_0023_19, mandelon_base_0023_21","[0.685, 0.73, 0.778, 0.697, 0.747, 0.682, 0.697, 0.768, 0.758, 0.76, 0.697, 0.745, 0.818]","[31.0, 44.0, 32.0, 41.0, 35.0, 35.0, 36.0, 35.0, 44.0, 39.0, 45.0, 41.0, 31.0]",13
att_290,"mandelon_base_0017_3, mandelon_base_0023_13, mandelon_base_0023_26","[0.753, 0.76, 0.723]","[35.0, 39.0, 44.0]",3
att_291,"mandelon_base_0017_0, mandelon_base_0017_3, mandelon_base_0017_15, mandelon_base_0023_5, mandelon_base_0023_25","[0.685, 0.753, 0.76, 0.785, 0.76]","[31.0, 35.0, 39.0, 29.0, 36.0]",5
att_292,"mandelon_base_0017_9, mandelon_base_0017_12","[0.71, 0.715]","[38.0, 45.0]",2
att_293,"mandelon_base_0023_1, mandelon_base_0023_12, mandelon_base_0023_23, mandelon_base_0023_26, mandelon_base_0023_28","[0.768, 0.812, 0.772, 0.723, 0.748]","[41.0, 31.0, 31.0, 44.0, 36.0]",5
att_294,"mandelon_base_0023_18, mandelon_base_0023_23","[0.81, 0.772]","[33.0, 31.0]",2
att_295,"mandelon_base_0017_18, mandelon_base_0023_5, mandelon_base_0023_22, mandelon_base_0023_26","[0.682, 0.785, 0.707, 0.723]","[35.0, 29.0, 41.0, 44.0]",4
att_296,"mandelon_base_0023_16, mandelon_base_0023_27","[0.697, 0.687]","[45.0, 31.0]",2
att_298,"mandelon_base_0017_3, mandelon_base_0023_0, mandelon_base_0023_9, mandelon_base_0023_15","[0.753, 0.697, 0.775, 0.755]","[35.0, 36.0, 36.0, 36.0]",4
att_299,mandelon_base_0023_1,[0.768],[41.0],1
att_3,mandelon_base_0023_3,[0.768],[35.0],1
att_30,"mandelon_base_0023_7, mandelon_base_0023_17","[0.79, 0.785]","[33.0, 36.0]",2
att_301,"mandelon_base_0017_15, mandelon_base_0023_24, mandelon_base_0023_29","[0.76, 0.765, 0.785]","[39.0, 41.0, 28.0]",3
att_302,"mandelon_base_0017_5, mandelon_base_0017_11, mandelon_base_0023_17","[0.76, 0.695, 0.785]","[36.0, 41.0, 36.0]",3
att_303,"mandelon_base_0023_0, mandelon_base_0023_23, mandelon_base_0023_25, mandelon_base_0023_26","[0.697, 0.772, 0.76, 0.723]","[36.0, 31.0, 36.0, 44.0]",4
att_304,"mandelon_base_0017_15, mandelon_base_0023_9, mandelon_base_0023_10, mandelon_base_0023_19, mandelon_base_0023_24","[0.76, 0.775, 0.73, 0.745, 0.765]","[39.0, 36.0, 33.0, 41.0, 41.0]",5
att_305,"mandelon_base_0017_5, mandelon_base_0017_7, mandelon_base_0017_9, mandelon_base_0017_18, mandelon_base_0023_11, mandelon_base_0023_15, mandelon_base_0023_20, mandelon_base_0023_24, mandelon_base_0023_27, mandelon_base_0023_28","[0.76, 0.697, 0.71, 0.682, 0.758, 0.755, 0.785, 0.765, 0.687, 0.748]","[36.0, 41.0, 38.0, 35.0, 44.0, 36.0, 30.0, 41.0, 31.0, 36.0]",10
att_306,"mandelon_base_0017_2, mandelon_base_0023_14, mandelon_base_0023_17, mandelon_base_0023_19","[0.73, 0.788, 0.785, 0.745]","[44.0, 36.0, 36.0, 41.0]",4
att_307,"mandelon_base_0017_1, mandelon_base_0017_13, mandelon_base_0017_15, mandelon_base_0017_17","[0.71, 0.78, 0.76, 0.728]","[36.0, 31.0, 39.0, 38.0]",4
att_308,"mandelon_base_0017_0, mandelon_base_0017_1, mandelon_base_0017_6, mandelon_base_0017_14, mandelon_base_0017_16","[0.685, 0.71, 0.778, 0.763, 0.747]","[31.0, 36.0, 32.0, 36.0, 35.0]",5
att_309,"mandelon_base_0017_1, mandelon_base_0017_3, mandelon_base_0023_1, mandelon_base_0023_14, mandelon_base_0023_16, mandelon_base_0023_25","[0.71, 0.753, 0.768, 0.788, 0.697, 0.76]","[36.0, 35.0, 41.0, 36.0, 45.0, 36.0]",6
att_31,"mandelon_base_0017_9, mandelon_base_0017_13, mandelon_base_0023_12","[0.71, 0.78, 0.812]","[38.0, 31.0, 31.0]",3
att_310,"mandelon_base_0017_2, mandelon_base_0023_13, mandelon_base_0023_22, mandelon_base_0023_24","[0.73, 0.76, 0.707, 0.765]","[44.0, 39.0, 41.0, 41.0]",4
att_311,"mandelon_base_0023_13, mandelon_base_0023_22","[0.76, 0.707]","[39.0, 41.0]",2
att_312,"mandelon_base_0017_5, mandelon_base_0017_10, mandelon_base_0017_14, mandelon_base_0023_3, mandelon_base_0023_4, mandelon_base_0023_19","[0.76, 0.785, 0.763, 0.768, 0.665, 0.745]","[36.0, 29.0, 36.0, 35.0, 45.0, 41.0]",6
att_313,"mandelon_base_0023_16, mandelon_base_0023_25","[0.697, 0.76]","[45.0, 36.0]",2
att_314,"mandelon_base_0023_5, mandelon_base_0023_22","[0.785, 0.707]","[29.0, 41.0]",2
att_315,"mandelon_base_0017_11, mandelon_base_0023_11","[0.695, 0.758]","[41.0, 44.0]",2
att_316,"mandelon_base_0017_9, mandelon_base_0023_4","[0.71, 0.665]","[38.0, 45.0]",2
att_317,"mandelon_base_0017_8, mandelon_base_0017_13","[0.78, 0.78]","[24.0, 31.0]",2
att_318,"mandelon_base_0023_0, mandelon_base_0023_19, mandelon_base_0023_24","[0.697, 0.745, 0.765]","[36.0, 41.0, 41.0]",3
att_319,"mandelon_base_0017_2, mandelon_base_0017_4, mandelon_base_0017_5, mandelon_base_0017_10, mandelon_base_0017_15, mandelon_base_0017_18, mandelon_base_0023_13, mandelon_base_0023_22, mandelon_base_0023_23, mandelon_base_0023_25, mandelon_base_0023_26","[0.73, 0.762, 0.76, 0.785, 0.76, 0.682, 0.76, 0.707, 0.772, 0.76, 0.723]","[44.0, 29.0, 36.0, 29.0, 39.0, 35.0, 39.0, 41.0, 31.0, 36.0, 44.0]",11
att_32,mandelon_base_0017_2,[0.73],[44.0],1
att_320,"mandelon_base_0017_15, mandelon_base_0023_24","[0.76, 0.765]","[39.0, 41.0]",2
att_321,"mandelon_base_0023_4, mandelon_base_0023_7, mandelon_base_0023_27","[0.665, 0.79, 0.687]","[45.0, 33.0, 31.0]",3
att_322,"mandelon_base_0017_17, mandelon_base_0023_2, mandelon_base_0023_9, mandelon_base_0023_11, mandelon_base_0023_17","[0.728, 0.723, 0.775, 0.758, 0.785]","[38.0, 41.0, 36.0, 44.0, 36.0]",5
att_323,mandelon_base_0023_20,[0.785],[30.0],1
att_324,"mandelon_base_0017_2, mandelon_base_0017_7, mandelon_base_0017_13, mandelon_base_0023_6","[0.73, 0.697, 0.78, 0.803]","[44.0, 41.0, 31.0, 24.0]",4
att_325,"mandelon_base_0017_10, mandelon_base_0017_17, mandelon_base_0023_3, mandelon_base_0023_4, mandelon_base_0023_21","[0.785, 0.728, 0.768, 0.665, 0.818]","[29.0, 38.0, 35.0, 45.0, 31.0]",5
att_326,"mandelon_base_0023_1, mandelon_base_0023_11, mandelon_base_0023_23","[0.768, 0.758, 0.772]","[41.0, 44.0, 31.0]",3
att_327,"mandelon_base_0017_18, mandelon_base_0023_0","[0.682, 0.697]","[35.0, 36.0]",2
att_328,"mandelon_base_0017_12, mandelon_base_0023_11","[0.715, 0.758]","[45.0, 44.0]",2
att_33,mandelon_base_0017_6,[0.778],[32.0],1
att_330,"mandelon_base_0017_6, mandelon_base_0023_8, mandelon_base_0023_25","[0.778, 0.763, 0.76]","[32.0, 36.0, 36.0]",3
att_331,"mandelon_base_0017_11, mandelon_base_0023_20","[0.695, 0.785]","[41.0, 30.0]",2
att_332,"mandelon_base_0023_13, mandelon_base_0023_21, mandelon_base_0023_29","[0.76, 0.818, 0.785]","[39.0, 31.0, 28.0]",3
att_333,"mandelon_base_0017_14, mandelon_base_0023_9, mandelon_base_0023_28","[0.763, 0.775, 0.748]","[36.0, 36.0, 36.0]",3
att_334,mandelon_base_0017_7,[0.697],[41.0],1
att_335,"mandelon_base_0017_11, mandelon_base_0023_15, mandelon_base_0023_23","[0.695, 0.755, 0.772]","[41.0, 36.0, 31.0]",3
att_336,"mandelon_base_0017_4, mandelon_base_0023_1, mandelon_base_0023_3, mandelon_base_0023_9, mandelon_base_0023_27","[0.762, 0.768, 0.768, 0.775, 0.687]","[29.0, 41.0, 35.0, 36.0, 31.0]",5
att_337,"mandelon_base_0017_8, mandelon_base_0017_11, mandelon_base_0017_17, mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_4, mandelon_base_0023_5, mandelon_base_0023_8, mandelon_base_0023_11, mandelon_base_0023_17, mandelon_base_0023_18, mandelon_base_0023_20, mandelon_base_0023_23, mandelon_base_0023_25, mandelon_base_0023_29","[0.78, 0.695, 0.728, 0.768, 0.723, 0.665, 0.785, 0.763, 0.758, 0.785, 0.81, 0.785, 0.772, 0.76, 0.785]","[24.0, 41.0, 38.0, 41.0, 41.0, 45.0, 29.0, 36.0, 44.0, 36.0, 33.0, 30.0, 31.0, 36.0, 28.0]",15
att_338,"mandelon_base_0017_3, mandelon_base_0023_21","[0.753, 0.818]","[35.0, 31.0]",2
att_339,"mandelon_base_0017_2, mandelon_base_0017_3, mandelon_base_0017_4, mandelon_base_0017_6, mandelon_base_0017_7, mandelon_base_0017_9, mandelon_base_0017_14, mandelon_base_0017_15, mandelon_base_0017_16, mandelon_base_0017_18, mandelon_base_0023_6, mandelon_base_0023_10, mandelon_base_0023_12, mandelon_base_0023_14, mandelon_base_0023_15, mandelon_base_0023_16, mandelon_base_0023_17, mandelon_base_0023_21, mandelon_base_0023_24, mandelon_base_0023_26, mandelon_base_0023_27","[0.73, 0.753, 0.762, 0.778, 0.697, 0.71, 0.763, 0.76, 0.747, 0.682, 0.803, 0.73, 0.812, 0.788, 0.755, 0.697, 0.785, 0.818, 0.765, 0.723, 0.687]","[44.0, 35.0, 29.0, 32.0, 41.0, 38.0, 36.0, 39.0, 35.0, 35.0, 24.0, 33.0, 31.0, 36.0, 36.0, 45.0, 36.0, 31.0, 41.0, 44.0, 31.0]",21
att_34,"mandelon_base_0017_3, mandelon_base_0017_7, mandelon_base_0023_5, mandelon_base_0023_14, mandelon_base_0023_29","[0.753, 0.697, 0.785, 0.788, 0.785]","[35.0, 41.0, 29.0, 36.0, 28.0]",5
att_340,"mandelon_base_0017_9, mandelon_base_0017_11, mandelon_base_0017_16","[0.71, 0.695, 0.747]","[38.0, 41.0, 35.0]",3
att_341,"mandelon_base_0017_0, mandelon_base_0023_2, mandelon_base_0023_11, mandelon_base_0023_21","[0.685, 0.723, 0.758, 0.818]","[31.0, 41.0, 44.0, 31.0]",4
att_343,mandelon_base_0023_29,[0.785],[28.0],1
att_344,"mandelon_base_0023_1, mandelon_base_0023_14, mandelon_base_0023_21","[0.768, 0.788, 0.818]","[41.0, 36.0, 31.0]",3
att_345,"mandelon_base_0017_14, mandelon_base_0023_11, mandelon_base_0023_16, mandelon_base_0023_22","[0.763, 0.758, 0.697, 0.707]","[36.0, 44.0, 45.0, 41.0]",4
att_346,"mandelon_base_0017_11, mandelon_base_0017_18","[0.695, 0.682]","[41.0, 35.0]",2
att_347,"mandelon_base_0017_9, mandelon_base_0017_18, mandelon_base_0023_3","[0.71, 0.682, 0.768]","[38.0, 35.0, 35.0]",3
att_348,"mandelon_base_0017_14, mandelon_base_0017_17, mandelon_base_0023_9, mandelon_base_0023_16","[0.763, 0.728, 0.775, 0.697]","[36.0, 38.0, 36.0, 45.0]",4
att_349,"mandelon_base_0017_8, mandelon_base_0023_12, mandelon_base_0023_14, mandelon_base_0023_20, mandelon_base_0023_22","[0.78, 0.812, 0.788, 0.785, 0.707]","[24.0, 31.0, 36.0, 30.0, 41.0]",5
att_35,"mandelon_base_0017_8, mandelon_base_0023_16, mandelon_base_0023_22","[0.78, 0.697, 0.707]","[24.0, 45.0, 41.0]",3
att_350,"mandelon_base_0023_8, mandelon_base_0023_12","[0.763, 0.812]","[36.0, 31.0]",2
att_351,"mandelon_base_0017_18, mandelon_base_0023_14, mandelon_base_0023_23, mandelon_base_0023_25","[0.682, 0.788, 0.772, 0.76]","[35.0, 36.0, 31.0, 36.0]",4
att_352,"mandelon_base_0017_2, mandelon_base_0017_8, mandelon_base_0023_6, mandelon_base_0023_17","[0.73, 0.78, 0.803, 0.785]","[44.0, 24.0, 24.0, 36.0]",4
att_353,"mandelon_base_0017_16, mandelon_base_0023_26","[0.747, 0.723]","[35.0, 44.0]",2
att_354,"mandelon_base_0017_9, mandelon_base_0023_9, mandelon_base_0023_10, mandelon_base_0023_26","[0.71, 0.775, 0.73, 0.723]","[38.0, 36.0, 33.0, 44.0]",4
att_355,"mandelon_base_0017_17, mandelon_base_0023_11, mandelon_base_0023_12","[0.728, 0.758, 0.812]","[38.0, 44.0, 31.0]",3
att_356,"mandelon_base_0017_12, mandelon_base_0023_10, mandelon_base_0023_12, mandelon_base_0023_15","[0.715, 0.73, 0.812, 0.755]","[45.0, 33.0, 31.0, 36.0]",4
att_357,"mandelon_base_0017_11, mandelon_base_0023_18, mandelon_base_0023_26","[0.695, 0.81, 0.723]","[41.0, 33.0, 44.0]",3
att_358,"mandelon_base_0017_7, mandelon_base_0023_19, mandelon_base_0023_28","[0.697, 0.745, 0.748]","[41.0, 41.0, 36.0]",3
att_359,"mandelon_base_0017_10, mandelon_base_0023_16, mandelon_base_0023_18","[0.785, 0.697, 0.81]","[29.0, 45.0, 33.0]",3
att_36,"mandelon_base_0017_11, mandelon_base_0023_0","[0.695, 0.697]","[41.0, 36.0]",2
att_360,"mandelon_base_0017_1, mandelon_base_0017_18, mandelon_base_0023_3","[0.71, 0.682, 0.768]","[36.0, 35.0, 35.0]",3
att_361,"mandelon_base_0017_1, mandelon_base_0017_17, mandelon_base_0023_24","[0.71, 0.728, 0.765]","[36.0, 38.0, 41.0]",3
att_363,"mandelon_base_0017_12, mandelon_base_0023_19","[0.715, 0.745]","[45.0, 41.0]",2
att_364,"mandelon_base_0017_3, mandelon_base_0023_26","[0.753, 0.723]","[35.0, 44.0]",2
att_365,"mandelon_base_0023_15, mandelon_base_0023_19, mandelon_base_0023_20","[0.755, 0.745, 0.785]","[36.0, 41.0, 30.0]",3
att_366,"mandelon_base_0017_2, mandelon_base_0023_4, mandelon_base_0023_5","[0.73, 0.665, 0.785]","[44.0, 45.0, 29.0]",3
att_367,"mandelon_base_0017_4, mandelon_base_0023_15, mandelon_base_0023_23","[0.762, 0.755, 0.772]","[29.0, 36.0, 31.0]",3
att_368,"mandelon_base_0017_2, mandelon_base_0023_8, mandelon_base_0023_25","[0.73, 0.763, 0.76]","[44.0, 36.0, 36.0]",3
att_369,"mandelon_base_0017_11, mandelon_base_0017_14","[0.695, 0.763]","[41.0, 36.0]",2
att_37,"mandelon_base_0017_18, mandelon_base_0023_4, mandelon_base_0023_8, mandelon_base_0023_16, mandelon_base_0023_21","[0.682, 0.665, 0.763, 0.697, 0.818]","[35.0, 45.0, 36.0, 45.0, 31.0]",5
att_370,"mandelon_base_0017_13, mandelon_base_0017_14, mandelon_base_0023_13, mandelon_base_0023_22, mandelon_base_0023_28","[0.78, 0.763, 0.76, 0.707, 0.748]","[31.0, 36.0, 39.0, 41.0, 36.0]",5
att_371,"mandelon_base_0017_0, mandelon_base_0023_0","[0.685, 0.697]","[31.0, 36.0]",2
att_372,"mandelon_base_0017_11, mandelon_base_0023_23","[0.695, 0.772]","[41.0, 31.0]",2
att_373,"mandelon_base_0017_10, mandelon_base_0017_16, mandelon_base_0023_5","[0.785, 0.747, 0.785]","[29.0, 35.0, 29.0]",3
att_374,mandelon_base_0023_26,[0.723],[44.0],1
att_375,"mandelon_base_0017_11, mandelon_base_0023_1, mandelon_base_0023_10, mandelon_base_0023_16, mandelon_base_0023_21, mandelon_base_0023_25","[0.695, 0.768, 0.73, 0.697, 0.818, 0.76]","[41.0, 41.0, 33.0, 45.0, 31.0, 36.0]",6
att_376,"mandelon_base_0017_18, mandelon_base_0023_2, mandelon_base_0023_11, mandelon_base_0023_19","[0.682, 0.723, 0.758, 0.745]","[35.0, 41.0, 44.0, 41.0]",4
att_377,"mandelon_base_0017_6, mandelon_base_0023_0, mandelon_base_0023_3, mandelon_base_0023_14","[0.778, 0.697, 0.768, 0.788]","[32.0, 36.0, 35.0, 36.0]",4
att_378,"mandelon_base_0017_1, mandelon_base_0023_5, mandelon_base_0023_13, mandelon_base_0023_21","[0.71, 0.785, 0.76, 0.818]","[36.0, 29.0, 39.0, 31.0]",4
att_379,"mandelon_base_0017_1, mandelon_base_0017_2, mandelon_base_0017_5, mandelon_base_0017_7, mandelon_base_0017_8, mandelon_base_0017_11, mandelon_base_0017_12, mandelon_base_0017_13, mandelon_base_0023_5, mandelon_base_0023_6, mandelon_base_0023_11, mandelon_base_0023_17, mandelon_base_0023_19, mandelon_base_0023_21, mandelon_base_0023_23, mandelon_base_0023_24, mandelon_base_0023_26, mandelon_base_0023_29","[0.71, 0.73, 0.76, 0.697, 0.78, 0.695, 0.715, 0.78, 0.785, 0.803, 0.758, 0.785, 0.745, 0.818, 0.772, 0.765, 0.723, 0.785]","[36.0, 44.0, 36.0, 41.0, 24.0, 41.0, 45.0, 31.0, 29.0, 24.0, 44.0, 36.0, 41.0, 31.0, 31.0, 41.0, 44.0, 28.0]",18
att_38,mandelon_base_0023_15,[0.755],[36.0],1
att_381,"mandelon_base_0017_12, mandelon_base_0023_9, mandelon_base_0023_16","[0.715, 0.775, 0.697]","[45.0, 36.0, 45.0]",3
att_382,"mandelon_base_0017_18, mandelon_base_0023_6, mandelon_base_0023_10","[0.682, 0.803, 0.73]","[35.0, 24.0, 33.0]",3
att_383,"mandelon_base_0017_13, mandelon_base_0023_11, mandelon_base_0023_16, mandelon_base_0023_26","[0.78, 0.758, 0.697, 0.723]","[31.0, 44.0, 45.0, 44.0]",4
att_384,"mandelon_base_0017_3, mandelon_base_0017_17, mandelon_base_0023_2, mandelon_base_0023_8, mandelon_base_0023_24, mandelon_base_0023_25","[0.753, 0.728, 0.723, 0.763, 0.765, 0.76]","[35.0, 38.0, 41.0, 36.0, 41.0, 36.0]",6
att_385,"mandelon_base_0017_5, mandelon_base_0017_11, mandelon_base_0023_14, mandelon_base_0023_19, mandelon_base_0023_21, mandelon_base_0023_23, mandelon_base_0023_24","[0.76, 0.695, 0.788, 0.745, 0.818, 0.772, 0.765]","[36.0, 41.0, 36.0, 41.0, 31.0, 31.0, 41.0]",7
att_386,"mandelon_base_0017_1, mandelon_base_0017_5, mandelon_base_0017_9, mandelon_base_0017_12, mandelon_base_0023_2, mandelon_base_0023_4, mandelon_base_0023_24","[0.71, 0.76, 0.71, 0.715, 0.723, 0.665, 0.765]","[36.0, 36.0, 38.0, 45.0, 41.0, 45.0, 41.0]",7
att_387,"mandelon_base_0017_13, mandelon_base_0023_13","[0.78, 0.76]","[31.0, 39.0]",2
att_388,mandelon_base_0023_13,[0.76],[39.0],1
att_389,"mandelon_base_0017_1, mandelon_base_0023_2, mandelon_base_0023_3, mandelon_base_0023_6, mandelon_base_0023_28","[0.71, 0.723, 0.768, 0.803, 0.748]","[36.0, 41.0, 35.0, 24.0, 36.0]",5
att_39,"mandelon_base_0017_1, mandelon_base_0017_16, mandelon_base_0017_18, mandelon_base_0023_0, mandelon_base_0023_1, mandelon_base_0023_10","[0.71, 0.747, 0.682, 0.697, 0.768, 0.73]","[36.0, 35.0, 35.0, 36.0, 41.0, 33.0]",6
att_390,"mandelon_base_0017_18, mandelon_base_0023_7, mandelon_base_0023_10, mandelon_base_0023_24, mandelon_base_0023_25","[0.682, 0.79, 0.73, 0.765, 0.76]","[35.0, 33.0, 33.0, 41.0, 36.0]",5
att_391,"mandelon_base_0023_15, mandelon_base_0023_17","[0.755, 0.785]","[36.0, 36.0]",2
att_392,"mandelon_base_0023_5, mandelon_base_0023_24","[0.785, 0.765]","[29.0, 41.0]",2
att_393,"mandelon_base_0023_2, mandelon_base_0023_6","[0.723, 0.803]","[41.0, 24.0]",2
att_394,"mandelon_base_0017_10, mandelon_base_0017_15","[0.785, 0.76]","[29.0, 39.0]",2
att_395,"mandelon_base_0023_17, mandelon_base_0023_27","[0.785, 0.687]","[36.0, 31.0]",2
att_397,"mandelon_base_0017_5, mandelon_base_0023_7","[0.76, 0.79]","[36.0, 33.0]",2
att_398,mandelon_base_0023_7,[0.79],[33.0],1
att_399,"mandelon_base_0017_12, mandelon_base_0023_24","[0.715, 0.765]","[45.0, 41.0]",2
att_4,"mandelon_base_0023_2, mandelon_base_0023_13, mandelon_base_0023_29","[0.723, 0.76, 0.785]","[41.0, 39.0, 28.0]",3
att_40,"mandelon_base_0017_3, mandelon_base_0023_7","[0.753, 0.79]","[35.0, 33.0]",2
att_400,"mandelon_base_0017_1, mandelon_base_0017_9, mandelon_base_0023_3, mandelon_base_0023_22","[0.71, 0.71, 0.768, 0.707]","[36.0, 38.0, 35.0, 41.0]",4
att_401,"mandelon_base_0017_3, mandelon_base_0023_18","[0.753, 0.81]","[35.0, 33.0]",2
att_402,"mandelon_base_0017_12, mandelon_base_0023_11, mandelon_base_0023_15, mandelon_base_0023_26","[0.715, 0.758, 0.755, 0.723]","[45.0, 44.0, 36.0, 44.0]",4
att_403,"mandelon_base_0017_10, mandelon_base_0017_18, mandelon_base_0023_1, mandelon_base_0023_13","[0.785, 0.682, 0.768, 0.76]","[29.0, 35.0, 41.0, 39.0]",4
att_404,"mandelon_base_0023_9, mandelon_base_0023_13, mandelon_base_0023_15, mandelon_base_0023_23","[0.775, 0.76, 0.755, 0.772]","[36.0, 39.0, 36.0, 31.0]",4
att_405,mandelon_base_0023_2,[0.723],[41.0],1
