selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
att_406,"mandelon_base_0017_3, mandelon_base_0023_8","[0.753, 0.763]","[35.0, 36.0]",2
att_407,"mandelon_base_0017_2, mandelon_base_0017_18, mandelon_base_0023_5, mandelon_base_0023_10","[0.73, 0.682, 0.785, 0.73]","[44.0, 35.0, 29.0, 33.0]",4
att_408,mandelon_base_0017_13,[0.78],[31.0],1
att_409,"mandelon_base_0017_10, mandelon_base_0017_15","[0.785, 0.76]","[29.0, 39.0]",2
att_41,"mandelon_base_0023_1, mandelon_base_0023_17, mandelon_base_0023_26, mandelon_base_0023_29","[0.768, 0.785, 0.723, 0.785]","[41.0, 36.0, 44.0, 28.0]",4
att_410,"mandelon_base_0017_6, mandelon_base_0017_12","[0.778, 0.715]","[32.0, 45.0]",2
att_411,"mandelon_base_0017_4, mandelon_base_0017_6, mandelon_base_0017_14, mandelon_base_0023_4, mandelon_base_0023_6, mandelon_base_0023_12, mandelon_base_0023_15, mandelon_base_0023_17, mandelon_base_0023_22","[0.762, 0.778, 0.763, 0.665, 0.803, 0.812, 0.755, 0.785, 0.707]","[29.0, 32.0, 36.0, 45.0, 24.0, 31.0, 36.0, 36.0, 41.0]",9
att_412,"mandelon_base_0023_9, mandelon_base_0023_15, mandelon_base_0023_20, mandelon_base_0023_27, mandelon_base_0023_28","[0.775, 0.755, 0.785, 0.687, 0.748]","[36.0, 36.0, 30.0, 31.0, 36.0]",5
att_413,"mandelon_base_0017_15, mandelon_base_0023_20","[0.76, 0.785]","[39.0, 30.0]",2
att_414,"mandelon_base_0017_16, mandelon_base_0023_21","[0.747, 0.818]","[35.0, 31.0]",2
att_415,"mandelon_base_0017_12, mandelon_base_0023_3, mandelon_base_0023_23","[0.715, 0.768, 0.772]","[45.0, 35.0, 31.0]",3
att_416,"mandelon_base_0017_11, mandelon_base_0023_2, mandelon_base_0023_8, mandelon_base_0023_17, mandelon_base_0023_26","[0.695, 0.723, 0.763, 0.785, 0.723]","[41.0, 41.0, 36.0, 36.0, 44.0]",5
att_417,"mandelon_base_0017_6, mandelon_base_0017_12, mandelon_base_0023_3","[0.778, 0.715, 0.768]","[32.0, 45.0, 35.0]",3
att_418,"mandelon_base_0023_9, mandelon_base_0023_18, mandelon_base_0023_24","[0.775, 0.81, 0.765]","[36.0, 33.0, 41.0]",3
att_419,"mandelon_base_0017_4, mandelon_base_0017_15, mandelon_base_0023_22","[0.762, 0.76, 0.707]","[29.0, 39.0, 41.0]",3
att_42,"mandelon_base_0017_15, mandelon_base_0023_15, mandelon_base_0023_22","[0.76, 0.755, 0.707]","[39.0, 36.0, 41.0]",3
att_420,"mandelon_base_0017_7, mandelon_base_0023_8, mandelon_base_0023_12","[0.697, 0.763, 0.812]","[41.0, 36.0, 31.0]",3
att_421,"mandelon_base_0017_3, mandelon_base_0017_13, mandelon_base_0023_4, mandelon_base_0023_14","[0.753, 0.78, 0.665, 0.788]","[35.0, 31.0, 45.0, 36.0]",4
att_422,"mandelon_base_0017_0, mandelon_base_0017_2, mandelon_base_0017_9, mandelon_base_0017_14, mandelon_base_0023_1","[0.685, 0.73, 0.71, 0.763, 0.768]","[31.0, 44.0, 38.0, 36.0, 41.0]",5
att_423,"mandelon_base_0017_10, mandelon_base_0017_14, mandelon_base_0023_28","[0.785, 0.763, 0.748]","[29.0, 36.0, 36.0]",3
att_424,"mandelon_base_0017_7, mandelon_base_0023_10, mandelon_base_0023_13, mandelon_base_0023_24","[0.697, 0.73, 0.76, 0.765]","[41.0, 33.0, 39.0, 41.0]",4
att_425,"mandelon_base_0017_1, mandelon_base_0017_12, mandelon_base_0023_21, mandelon_base_0023_26, mandelon_base_0023_28, mandelon_base_0023_29","[0.71, 0.715, 0.818, 0.723, 0.748, 0.785]","[36.0, 45.0, 31.0, 44.0, 36.0, 28.0]",6
att_426,"mandelon_base_0017_4, mandelon_base_0017_13, mandelon_base_0023_2, mandelon_base_0023_14, mandelon_base_0023_25","[0.762, 0.78, 0.723, 0.788, 0.76]","[29.0, 31.0, 41.0, 36.0, 36.0]",5
att_427,"mandelon_base_0017_12, mandelon_base_0023_1, mandelon_base_0023_14","[0.715, 0.768, 0.788]","[45.0, 41.0, 36.0]",3
att_428,"mandelon_base_0017_17, mandelon_base_0023_16, mandelon_base_0023_25, mandelon_base_0023_26","[0.728, 0.697, 0.76, 0.723]","[38.0, 45.0, 36.0, 44.0]",4
att_429,"mandelon_base_0023_5, mandelon_base_0023_15, mandelon_base_0023_16","[0.785, 0.755, 0.697]","[29.0, 36.0, 45.0]",3
att_43,"mandelon_base_0017_1, mandelon_base_0017_9, mandelon_base_0017_14, mandelon_base_0023_6, mandelon_base_0023_14","[0.71, 0.71, 0.763, 0.803, 0.788]","[36.0, 38.0, 36.0, 24.0, 36.0]",5
att_430,"mandelon_base_0017_0, mandelon_base_0023_27","[0.685, 0.687]","[31.0, 31.0]",2
att_431,"mandelon_base_0023_0, mandelon_base_0023_3, mandelon_base_0023_25","[0.697, 0.768, 0.76]","[36.0, 35.0, 36.0]",3
att_432,"mandelon_base_0017_7, mandelon_base_0017_16","[0.697, 0.747]","[41.0, 35.0]",2
att_433,"mandelon_base_0017_12, mandelon_base_0017_16, mandelon_base_0023_0, mandelon_base_0023_15, mandelon_base_0023_28","[0.715, 0.747, 0.697, 0.755, 0.748]","[45.0, 35.0, 36.0, 36.0, 36.0]",5
att_434,"mandelon_base_0017_6, mandelon_base_0017_12, mandelon_base_0017_14, mandelon_base_0023_1, mandelon_base_0023_3, mandelon_base_0023_4, mandelon_base_0023_8, mandelon_base_0023_16, mandelon_base_0023_21, mandelon_base_0023_27","[0.778, 0.715, 0.763, 0.768, 0.768, 0.665, 0.763, 0.697, 0.818, 0.687]","[32.0, 45.0, 36.0, 41.0, 35.0, 45.0, 36.0, 45.0, 31.0, 31.0]",10
att_435,"mandelon_base_0017_4, mandelon_base_0017_7, mandelon_base_0023_8, mandelon_base_0023_13","[0.762, 0.697, 0.763, 0.76]","[29.0, 41.0, 36.0, 39.0]",4
att_436,"mandelon_base_0017_0, mandelon_base_0017_12, mandelon_base_0023_27","[0.685, 0.715, 0.687]","[31.0, 45.0, 31.0]",3
att_437,"mandelon_base_0017_7, mandelon_base_0023_0, mandelon_base_0023_16","[0.697, 0.697, 0.697]","[41.0, 36.0, 45.0]",3
att_438,"mandelon_base_0017_7, mandelon_base_0017_11","[0.697, 0.695]","[41.0, 41.0]",2
att_439,"mandelon_base_0017_11, mandelon_base_0017_15, mandelon_base_0023_13, mandelon_base_0023_21","[0.695, 0.76, 0.76, 0.818]","[41.0, 39.0, 39.0, 31.0]",4
att_44,"mandelon_base_0017_2, mandelon_base_0017_12, mandelon_base_0017_15, mandelon_base_0023_2, mandelon_base_0023_29","[0.73, 0.715, 0.76, 0.723, 0.785]","[44.0, 45.0, 39.0, 41.0, 28.0]",5
att_440,"mandelon_base_0017_9, mandelon_base_0023_2, mandelon_base_0023_29","[0.71, 0.723, 0.785]","[38.0, 41.0, 28.0]",3
att_441,mandelon_base_0017_12,[0.715],[45.0],1
att_442,"mandelon_base_0017_11, mandelon_base_0017_14, mandelon_base_0017_15","[0.695, 0.763, 0.76]","[41.0, 36.0, 39.0]",3
att_443,"mandelon_base_0017_1, mandelon_base_0017_5, mandelon_base_0017_7, mandelon_base_0017_9, mandelon_base_0017_14, mandelon_base_0017_17, mandelon_base_0023_1, mandelon_base_0023_4, mandelon_base_0023_5, mandelon_base_0023_11, mandelon_base_0023_12, mandelon_base_0023_14, mandelon_base_0023_18, mandelon_base_0023_21, mandelon_base_0023_23, mandelon_base_0023_24, mandelon_base_0023_26","[0.71, 0.76, 0.697, 0.71, 0.763, 0.728, 0.768, 0.665, 0.785, 0.758, 0.812, 0.788, 0.81, 0.818, 0.772, 0.765, 0.723]","[36.0, 36.0, 41.0, 38.0, 36.0, 38.0, 41.0, 45.0, 29.0, 44.0, 31.0, 36.0, 33.0, 31.0, 31.0, 41.0, 44.0]",17
att_444,"mandelon_base_0017_3, mandelon_base_0017_8, mandelon_base_0023_10","[0.753, 0.78, 0.73]","[35.0, 24.0, 33.0]",3
att_445,"mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_10, mandelon_base_0023_11, mandelon_base_0023_21","[0.768, 0.723, 0.73, 0.758, 0.818]","[41.0, 41.0, 33.0, 44.0, 31.0]",5
att_446,"mandelon_base_0023_5, mandelon_base_0023_12, mandelon_base_0023_26","[0.785, 0.812, 0.723]","[29.0, 31.0, 44.0]",3
att_447,"mandelon_base_0017_13, mandelon_base_0017_17, mandelon_base_0023_9","[0.78, 0.728, 0.775]","[31.0, 38.0, 36.0]",3
att_448,"mandelon_base_0017_1, mandelon_base_0017_8","[0.71, 0.78]","[36.0, 24.0]",2
att_449,"mandelon_base_0017_12, mandelon_base_0017_13, mandelon_base_0023_1","[0.715, 0.78, 0.768]","[45.0, 31.0, 41.0]",3
att_45,"mandelon_base_0023_7, mandelon_base_0023_11","[0.79, 0.758]","[33.0, 44.0]",2
att_450,"mandelon_base_0017_2, mandelon_base_0023_4, mandelon_base_0023_6, mandelon_base_0023_9","[0.73, 0.665, 0.803, 0.775]","[44.0, 45.0, 24.0, 36.0]",4
att_451,"mandelon_base_0017_17, mandelon_base_0023_7, mandelon_base_0023_18","[0.728, 0.79, 0.81]","[38.0, 33.0, 33.0]",3
att_452,"mandelon_base_0017_3, mandelon_base_0017_8, mandelon_base_0017_11, mandelon_base_0017_13, mandelon_base_0017_14, mandelon_base_0023_2, mandelon_base_0023_7, mandelon_base_0023_8, mandelon_base_0023_9, mandelon_base_0023_11, mandelon_base_0023_17, mandelon_base_0023_18, mandelon_base_0023_20, mandelon_base_0023_21, mandelon_base_0023_28, mandelon_base_0023_29","[0.753, 0.78, 0.695, 0.78, 0.763, 0.723, 0.79, 0.763, 0.775, 0.758, 0.785, 0.81, 0.785, 0.818, 0.748, 0.785]","[35.0, 24.0, 41.0, 31.0, 36.0, 41.0, 33.0, 36.0, 36.0, 44.0, 36.0, 33.0, 30.0, 31.0, 36.0, 28.0]",16
att_453,"mandelon_base_0023_9, mandelon_base_0023_15, mandelon_base_0023_26, mandelon_base_0023_27","[0.775, 0.755, 0.723, 0.687]","[36.0, 36.0, 44.0, 31.0]",4
att_454,"mandelon_base_0017_2, mandelon_base_0017_11, mandelon_base_0023_3, mandelon_base_0023_7, mandelon_base_0023_11, mandelon_base_0023_22","[0.73, 0.695, 0.768, 0.79, 0.758, 0.707]","[44.0, 41.0, 35.0, 33.0, 44.0, 41.0]",6
att_455,"mandelon_base_0017_10, mandelon_base_0017_16, mandelon_base_0017_18, mandelon_base_0023_21, mandelon_base_0023_23, mandelon_base_0023_24","[0.785, 0.747, 0.682, 0.818, 0.772, 0.765]","[29.0, 35.0, 35.0, 31.0, 31.0, 41.0]",6
att_456,"mandelon_base_0017_2, mandelon_base_0017_3, mandelon_base_0017_6, mandelon_base_0017_12, mandelon_base_0017_17, mandelon_base_0023_3, mandelon_base_0023_6, mandelon_base_0023_9, mandelon_base_0023_12, mandelon_base_0023_18, mandelon_base_0023_25, mandelon_base_0023_27, mandelon_base_0023_28, mandelon_base_0023_29","[0.73, 0.753, 0.778, 0.715, 0.728, 0.768, 0.803, 0.775, 0.812, 0.81, 0.76, 0.687, 0.748, 0.785]","[44.0, 35.0, 32.0, 45.0, 38.0, 35.0, 24.0, 36.0, 31.0, 33.0, 36.0, 31.0, 36.0, 28.0]",14
att_457,mandelon_base_0017_18,[0.682],[35.0],1
att_458,"mandelon_base_0017_0, mandelon_base_0017_2, mandelon_base_0017_17, mandelon_base_0023_13, mandelon_base_0023_27","[0.685, 0.73, 0.728, 0.76, 0.687]","[31.0, 44.0, 38.0, 39.0, 31.0]",5
att_459,"mandelon_base_0023_1, mandelon_base_0023_5, mandelon_base_0023_21","[0.768, 0.785, 0.818]","[41.0, 29.0, 31.0]",3
att_46,"mandelon_base_0023_4, mandelon_base_0023_14, mandelon_base_0023_16","[0.665, 0.788, 0.697]","[45.0, 36.0, 45.0]",3
att_460,"mandelon_base_0017_6, mandelon_base_0017_9, mandelon_base_0023_18, mandelon_base_0023_29","[0.778, 0.71, 0.81, 0.785]","[32.0, 38.0, 33.0, 28.0]",4
att_461,"mandelon_base_0017_2, mandelon_base_0017_6, mandelon_base_0023_22","[0.73, 0.778, 0.707]","[44.0, 32.0, 41.0]",3
att_462,"mandelon_base_0017_10, mandelon_base_0017_14, mandelon_base_0023_4, mandelon_base_0023_5, mandelon_base_0023_11, mandelon_base_0023_25","[0.785, 0.763, 0.665, 0.785, 0.758, 0.76]","[29.0, 36.0, 45.0, 29.0, 44.0, 36.0]",6
att_463,"mandelon_base_0017_12, mandelon_base_0017_16, mandelon_base_0023_2, mandelon_base_0023_9","[0.715, 0.747, 0.723, 0.775]","[45.0, 35.0, 41.0, 36.0]",4
att_464,"mandelon_base_0023_5, mandelon_base_0023_10, mandelon_base_0023_18, mandelon_base_0023_26","[0.785, 0.73, 0.81, 0.723]","[29.0, 33.0, 33.0, 44.0]",4
att_465,"mandelon_base_0017_12, mandelon_base_0017_17","[0.715, 0.728]","[45.0, 38.0]",2
att_466,"mandelon_base_0017_3, mandelon_base_0017_5, mandelon_base_0023_26","[0.753, 0.76, 0.723]","[35.0, 36.0, 44.0]",3
att_467,"mandelon_base_0017_1, mandelon_base_0017_3, mandelon_base_0023_18","[0.71, 0.753, 0.81]","[36.0, 35.0, 33.0]",3
att_468,"mandelon_base_0017_2, mandelon_base_0023_4, mandelon_base_0023_25","[0.73, 0.665, 0.76]","[44.0, 45.0, 36.0]",3
att_469,"mandelon_base_0017_5, mandelon_base_0017_17, mandelon_base_0023_22, mandelon_base_0023_28","[0.76, 0.728, 0.707, 0.748]","[36.0, 38.0, 41.0, 36.0]",4
att_47,"mandelon_base_0017_5, mandelon_base_0023_2, mandelon_base_0023_7","[0.76, 0.723, 0.79]","[36.0, 41.0, 33.0]",3
att_470,"mandelon_base_0017_2, mandelon_base_0017_11, mandelon_base_0023_6, mandelon_base_0023_9, mandelon_base_0023_14, mandelon_base_0023_16, mandelon_base_0023_19","[0.73, 0.695, 0.803, 0.775, 0.788, 0.697, 0.745]","[44.0, 41.0, 24.0, 36.0, 36.0, 45.0, 41.0]",7
att_471,mandelon_base_0023_17,[0.785],[36.0],1
att_472,"mandelon_base_0017_4, mandelon_base_0023_9, mandelon_base_0023_17","[0.762, 0.775, 0.785]","[29.0, 36.0, 36.0]",3
att_473,"mandelon_base_0017_0, mandelon_base_0017_7, mandelon_base_0017_10, mandelon_base_0017_11, mandelon_base_0017_12, mandelon_base_0017_13, mandelon_base_0017_15, mandelon_base_0023_3, mandelon_base_0023_5, mandelon_base_0023_6, mandelon_base_0023_7, mandelon_base_0023_10, mandelon_base_0023_11, mandelon_base_0023_12, mandelon_base_0023_13, mandelon_base_0023_14, mandelon_base_0023_18, mandelon_base_0023_19, mandelon_base_0023_25, mandelon_base_0023_29","[0.685, 0.697, 0.785, 0.695, 0.715, 0.78, 0.76, 0.768, 0.785, 0.803, 0.79, 0.73, 0.758, 0.812, 0.76, 0.788, 0.81, 0.745, 0.76, 0.785]","[31.0, 41.0, 29.0, 41.0, 45.0, 31.0, 39.0, 35.0, 29.0, 24.0, 33.0, 33.0, 44.0, 31.0, 39.0, 36.0, 33.0, 41.0, 36.0, 28.0]",20
att_474,mandelon_base_0023_22,[0.707],[41.0],1
att_475,"mandelon_base_0017_1, mandelon_base_0017_4, mandelon_base_0017_5, mandelon_base_0017_14, mandelon_base_0023_17","[0.71, 0.762, 0.76, 0.763, 0.785]","[36.0, 29.0, 36.0, 36.0, 36.0]",5
att_476,"mandelon_base_0017_1, mandelon_base_0017_4, mandelon_base_0017_5, mandelon_base_0017_8, mandelon_base_0017_10, mandelon_base_0017_11, mandelon_base_0017_14, mandelon_base_0017_16, mandelon_base_0017_17, mandelon_base_0017_18, mandelon_base_0023_0, mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_4, mandelon_base_0023_12, mandelon_base_0023_13, mandelon_base_0023_15, mandelon_base_0023_24, mandelon_base_0023_26, mandelon_base_0023_27","[0.71, 0.762, 0.76, 0.78, 0.785, 0.695, 0.763, 0.747, 0.728, 0.682, 0.697, 0.768, 0.723, 0.665, 0.812, 0.76, 0.755, 0.765, 0.723, 0.687]","[36.0, 29.0, 36.0, 24.0, 29.0, 41.0, 36.0, 35.0, 38.0, 35.0, 36.0, 41.0, 41.0, 45.0, 31.0, 39.0, 36.0, 41.0, 44.0, 31.0]",20
att_477,"mandelon_base_0017_0, mandelon_base_0017_1, mandelon_base_0023_0, mandelon_base_0023_4, mandelon_base_0023_8, mandelon_base_0023_24","[0.685, 0.71, 0.697, 0.665, 0.763, 0.765]","[31.0, 36.0, 36.0, 45.0, 36.0, 41.0]",6
att_478,"mandelon_base_0023_10, mandelon_base_0023_26","[0.73, 0.723]","[33.0, 44.0]",2
att_479,mandelon_base_0023_29,[0.785],[28.0],1
att_48,"mandelon_base_0017_3, mandelon_base_0017_17, mandelon_base_0023_9","[0.753, 0.728, 0.775]","[35.0, 38.0, 36.0]",3
att_480,"mandelon_base_0017_16, mandelon_base_0023_8, mandelon_base_0023_11, mandelon_base_0023_15, mandelon_base_0023_24","[0.747, 0.763, 0.758, 0.755, 0.765]","[35.0, 36.0, 44.0, 36.0, 41.0]",5
att_481,mandelon_base_0017_4,[0.762],[29.0],1
att_482,mandelon_base_0023_0,[0.697],[36.0],1
att_483,"mandelon_base_0017_8, mandelon_base_0017_11, mandelon_base_0017_18, mandelon_base_0023_9, mandelon_base_0023_13, mandelon_base_0023_16, mandelon_base_0023_26","[0.78, 0.695, 0.682, 0.775, 0.76, 0.697, 0.723]","[24.0, 41.0, 35.0, 36.0, 39.0, 45.0, 44.0]",7
att_484,"mandelon_base_0017_4, mandelon_base_0017_5, mandelon_base_0023_28","[0.762, 0.76, 0.748]","[29.0, 36.0, 36.0]",3
att_485,"mandelon_base_0017_3, mandelon_base_0017_12, mandelon_base_0023_3, mandelon_base_0023_4, mandelon_base_0023_8","[0.753, 0.715, 0.768, 0.665, 0.763]","[35.0, 45.0, 35.0, 45.0, 36.0]",5
att_486,"mandelon_base_0017_5, mandelon_base_0017_9, mandelon_base_0023_0, mandelon_base_0023_2, mandelon_base_0023_3, mandelon_base_0023_7, mandelon_base_0023_15","[0.76, 0.71, 0.697, 0.723, 0.768, 0.79, 0.755]","[36.0, 38.0, 36.0, 41.0, 35.0, 33.0, 36.0]",7
att_487,"mandelon_base_0017_7, mandelon_base_0017_12, mandelon_base_0023_20","[0.697, 0.715, 0.785]","[41.0, 45.0, 30.0]",3
att_488,"mandelon_base_0017_9, mandelon_base_0023_7, mandelon_base_0023_28","[0.71, 0.79, 0.748]","[38.0, 33.0, 36.0]",3
att_489,"mandelon_base_0017_14, mandelon_base_0023_26","[0.763, 0.723]","[36.0, 44.0]",2
att_49,"mandelon_base_0017_1, mandelon_base_0017_3, mandelon_base_0017_6, mandelon_base_0017_9, mandelon_base_0017_10, mandelon_base_0017_11, mandelon_base_0017_13, mandelon_base_0017_14, mandelon_base_0017_16, mandelon_base_0017_17, mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_4, mandelon_base_0023_5, mandelon_base_0023_8, mandelon_base_0023_9, mandelon_base_0023_10, mandelon_base_0023_11, mandelon_base_0023_12, mandelon_base_0023_13, mandelon_base_0023_14, mandelon_base_0023_15, mandelon_base_0023_16, mandelon_base_0023_18, mandelon_base_0023_20, mandelon_base_0023_22","[0.71, 0.753, 0.778, 0.71, 0.785, 0.695, 0.78, 0.763, 0.747, 0.728, 0.768, 0.723, 0.665, 0.785, 0.763, 0.775, 0.73, 0.758, 0.812, 0.76, 0.788, 0.755, 0.697, 0.81, 0.785, 0.707]","[36.0, 35.0, 32.0, 38.0, 29.0, 41.0, 31.0, 36.0, 35.0, 38.0, 41.0, 41.0, 45.0, 29.0, 36.0, 36.0, 33.0, 44.0, 31.0, 39.0, 36.0, 36.0, 45.0, 33.0, 30.0, 41.0]",26
att_490,"mandelon_base_0017_4, mandelon_base_0023_20","[0.762, 0.785]","[29.0, 30.0]",2
att_491,"mandelon_base_0017_13, mandelon_base_0017_15, mandelon_base_0023_19","[0.78, 0.76, 0.745]","[31.0, 39.0, 41.0]",3
att_492,"mandelon_base_0017_10, mandelon_base_0023_14, mandelon_base_0023_15, mandelon_base_0023_27","[0.785, 0.788, 0.755, 0.687]","[29.0, 36.0, 36.0, 31.0]",4
att_493,"mandelon_base_0023_12, mandelon_base_0023_14","[0.812, 0.788]","[31.0, 36.0]",2
att_494,"mandelon_base_0017_2, mandelon_base_0017_3, mandelon_base_0017_5, mandelon_base_0017_10, mandelon_base_0017_15, mandelon_base_0017_16, mandelon_base_0017_18, mandelon_base_0023_0, mandelon_base_0023_1, mandelon_base_0023_2, mandelon_base_0023_5, mandelon_base_0023_15, mandelon_base_0023_20, mandelon_base_0023_23","[0.73, 0.753, 0.76, 0.785, 0.76, 0.747, 0.682, 0.697, 0.768, 0.723, 0.785, 0.755, 0.785, 0.772]","[44.0, 35.0, 36.0, 29.0, 39.0, 35.0, 35.0, 36.0, 41.0, 41.0, 29.0, 36.0, 30.0, 31.0]",14
att_495,"mandelon_base_0017_3, mandelon_base_0017_9, mandelon_base_0023_5","[0.753, 0.71, 0.785]","[35.0, 38.0, 29.0]",3
att_496,"mandelon_base_0017_8, mandelon_base_0023_0, mandelon_base_0023_8, mandelon_base_0023_14, mandelon_base_0023_16, mandelon_base_0023_27","[0.78, 0.697, 0.763, 0.788, 0.697, 0.687]","[24.0, 36.0, 36.0, 36.0, 45.0, 31.0]",6
att_497,"mandelon_base_0017_3, mandelon_base_0023_4, mandelon_base_0023_17, mandelon_base_0023_19","[0.753, 0.665, 0.785, 0.745]","[35.0, 45.0, 36.0, 41.0]",4
att_498,mandelon_base_0023_11,[0.758],[44.0],1
att_499,"mandelon_base_0017_1, mandelon_base_0017_8","[0.71, 0.78]","[36.0, 24.0]",2
att_5,"mandelon_base_0017_2, mandelon_base_0023_16","[0.73, 0.697]","[44.0, 45.0]",2
att_50,"mandelon_base_0017_9, mandelon_base_0023_16, mandelon_base_0023_17","[0.71, 0.697, 0.785]","[38.0, 45.0, 36.0]",3
att_500,"mandelon_base_0017_3, mandelon_base_0017_18, mandelon_base_0023_9","[0.753, 0.682, 0.775]","[35.0, 35.0, 36.0]",3
att_51,mandelon_base_0023_8,[0.763],[36.0],1
att_52,"mandelon_base_0017_5, mandelon_base_0023_1, mandelon_base_0023_19, mandelon_base_0023_26","[0.76, 0.768, 0.745, 0.723]","[36.0, 41.0, 41.0, 44.0]",4
att_53,"mandelon_base_0017_2, mandelon_base_0017_13, mandelon_base_0023_10, mandelon_base_0023_16","[0.73, 0.78, 0.73, 0.697]","[44.0, 31.0, 33.0, 45.0]",4
att_54,"mandelon_base_0017_7, mandelon_base_0023_22","[0.697, 0.707]","[41.0, 41.0]",2
att_55,"mandelon_base_0017_3, mandelon_base_0017_18, mandelon_base_0023_16, mandelon_base_0023_27","[0.753, 0.682, 0.697, 0.687]","[35.0, 35.0, 45.0, 31.0]",4
att_56,"mandelon_base_0017_4, mandelon_base_0017_17, mandelon_base_0023_0, mandelon_base_0023_11, mandelon_base_0023_16, mandelon_base_0023_26","[0.762, 0.728, 0.697, 0.758, 0.697, 0.723]","[29.0, 38.0, 36.0, 44.0, 45.0, 44.0]",6
att_57,mandelon_base_0023_24,[0.765],[41.0],1
att_58,"mandelon_base_0017_10, mandelon_base_0023_23","[0.785, 0.772]","[29.0, 31.0]",2
att_59,"mandelon_base_0017_7, mandelon_base_0023_4, mandelon_base_0023_27","[0.697, 0.665, 0.687]","[41.0, 45.0, 31.0]",3
att_6,"mandelon_base_0023_19, mandelon_base_0023_22","[0.745, 0.707]","[41.0, 41.0]",2
att_60,"mandelon_base_0017_3, mandelon_base_0017_18, mandelon_base_0023_11, mandelon_base_0023_12, mandelon_base_0023_22","[0.753, 0.682, 0.758, 0.812, 0.707]","[35.0, 35.0, 44.0, 31.0, 41.0]",5
att_61,"mandelon_base_0017_3, mandelon_base_0023_11","[0.753, 0.758]","[35.0, 44.0]",2
att_62,"mandelon_base_0017_10, mandelon_base_0023_17","[0.785, 0.785]","[29.0, 36.0]",2
att_63,"mandelon_base_0017_0, mandelon_base_0017_6, mandelon_base_0023_16, mandelon_base_0023_19","[0.685, 0.778, 0.697, 0.745]","[31.0, 32.0, 45.0, 41.0]",4
att_64,"mandelon_base_0023_17, mandelon_base_0023_18","[0.785, 0.81]","[36.0, 33.0]",2
att_65,"mandelon_base_0017_12, mandelon_base_0017_14, mandelon_base_0017_15, mandelon_base_0023_0, mandelon_base_0023_3, mandelon_base_0023_6, mandelon_base_0023_7, mandelon_base_0023_8, mandelon_base_0023_12, mandelon_base_0023_14, mandelon_base_0023_16, mandelon_base_0023_23","[0.715, 0.763, 0.76, 0.697, 0.768, 0.803, 0.79, 0.763, 0.812, 0.788, 0.697, 0.772]","[45.0, 36.0, 39.0, 36.0, 35.0, 24.0, 33.0, 36.0, 31.0, 36.0, 45.0, 31.0]",12
att_66,"mandelon_base_0017_5, mandelon_base_0017_16, mandelon_base_0023_0, mandelon_base_0023_22","[0.76, 0.747, 0.697, 0.707]","[36.0, 35.0, 36.0, 41.0]",4
att_68,"mandelon_base_0017_11, mandelon_base_0017_12, mandelon_base_0023_3, mandelon_base_0023_14","[0.695, 0.715, 0.768, 0.788]","[41.0, 45.0, 35.0, 36.0]",4
att_69,"mandelon_base_0017_0, mandelon_base_0017_12, mandelon_base_0017_17, mandelon_base_0023_7, mandelon_base_0023_18","[0.685, 0.715, 0.728, 0.79, 0.81]","[31.0, 45.0, 38.0, 33.0, 33.0]",5
att_7,"mandelon_base_0017_11, mandelon_base_0023_26","[0.695, 0.723]","[41.0, 44.0]",2
att_70,"mandelon_base_0023_2, mandelon_base_0023_3, mandelon_base_0023_11","[0.723, 0.768, 0.758]","[41.0, 35.0, 44.0]",3
att_71,"mandelon_base_0017_11, mandelon_base_0023_10","[0.695, 0.73]","[41.0, 33.0]",2
att_72,"mandelon_base_0017_2, mandelon_base_0017_8, mandelon_base_0023_0","[0.73, 0.78, 0.697]","[44.0, 24.0, 36.0]",3
att_73,mandelon_base_0017_14,[0.763],[36.0],1
att_74,"mandelon_base_0017_17, mandelon_base_0023_3, mandelon_base_0023_9","[0.728, 0.768, 0.775]","[38.0, 35.0, 36.0]",3
att_75,mandelon_base_0023_9,[0.775],[36.0],1
att_76,"mandelon_base_0017_12, mandelon_base_0017_14, mandelon_base_0017_15","[0.715, 0.763, 0.76]","[45.0, 36.0, 39.0]",3
att_77,"mandelon_base_0023_3, mandelon_base_0023_6","[0.768, 0.803]","[35.0, 24.0]",2
att_78,mandelon_base_0023_9,[0.775],[36.0],1
att_79,"mandelon_base_0017_15, mandelon_base_0017_18, mandelon_base_0023_2, mandelon_base_0023_16","[0.76, 0.682, 0.723, 0.697]","[39.0, 35.0, 41.0, 45.0]",4
att_80,"mandelon_base_0017_0, mandelon_base_0023_15","[0.685, 0.755]","[31.0, 36.0]",2
att_81,"mandelon_base_0017_5, mandelon_base_0017_10, mandelon_base_0017_16, mandelon_base_0023_1, mandelon_base_0023_16","[0.76, 0.785, 0.747, 0.768, 0.697]","[36.0, 29.0, 35.0, 41.0, 45.0]",5
att_83,"mandelon_base_0017_1, mandelon_base_0023_4, mandelon_base_0023_17","[0.71, 0.665, 0.785]","[36.0, 45.0, 36.0]",3
