selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
HG4051-HT4321_at,"leukemia_base_0002_0, leukemia_base_0002_3, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0002_18","[1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 660.0, 700.0, 650.0, 730.0]",5
HG4052-HT4322_at,"leukemia_base_0002_1, leukemia_base_0002_19, leukemia_base_0002_29","[0.984, 1.0, 1.0]","[681.0, 683.0, 707.0]",3
HG4058-HT4328_at,leukemia_base_0002_4,[1.0],[669.0],1
HG406-HT406_at,"leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0009_28","[1.0, 0.999, 0.984]","[669.0, 636.0, 65.0]",3
HG4063-HT4333_s_at,leukemia_base_0002_23,[1.0],[726.0],1
HG4068-HT4338_at,"leukemia_base_0002_2, leukemia_base_0002_17, leukemia_base_0002_22, leukemia_base_0009_9, leukemia_base_0011_2","[1.0, 1.0, 1.0, 0.984, 0.984]","[683.0, 689.0, 676.0, 53.0, 22.0]",5
HG4069-HT4339_s_at,"leukemia_base_0002_2, leukemia_base_0002_6, leukemia_base_0002_7, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0011_6","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[683.0, 671.0, 682.0, 650.0, 683.0, 22.0]",6
HG4073-HT4343_at,"leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[671.0, 657.0, 688.0]",3
HG4074-HT4344_at,"leukemia_base_0002_0, leukemia_base_0002_27, leukemia_base_0009_11","[1.0, 1.0, 0.969]","[685.0, 713.0, 60.0]",3
HG4094-HT4364_s_at,"leukemia_base_0002_5, leukemia_base_0002_18","[1.0, 1.0]","[637.0, 730.0]",2
HG4099-HT4369_s_at,"leukemia_base_0002_13, leukemia_base_0002_19","[1.0, 1.0]","[696.0, 683.0]",2
HG4102-HT4372_at,"leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0009_0","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[657.0, 707.0, 647.0, 676.0, 726.0, 64.0]",6
HG4108-HT4378_at,"leukemia_base_0002_5, leukemia_base_0002_29","[1.0, 1.0]","[637.0, 707.0]",2
HG4109-HT4379_at,"leukemia_base_0002_14, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[700.0, 730.0, 647.0, 711.0]",4
HG4113-HT4383_s_at,leukemia_base_0002_19,[1.0],[683.0],1
HG4114-HT4384_at,"leukemia_base_0002_11, leukemia_base_0002_14","[1.0, 1.0]","[707.0, 700.0]",2
HG4115-HT4385_at,"leukemia_base_0002_18, leukemia_base_0002_22","[1.0, 1.0]","[730.0, 676.0]",2
HG4116-HT4386_s_at,"leukemia_base_0002_3, leukemia_base_0002_6","[1.0, 1.0]","[660.0, 671.0]",2
HG4120-HT4392_s_at,"leukemia_base_0002_26, leukemia_base_0009_14","[1.0, 1.0]","[711.0, 57.0]",2
HG4126-HT4396_at,"leukemia_base_0002_0, leukemia_base_0002_26, leukemia_base_0002_27, leukemia_base_0011_3","[1.0, 1.0, 1.0, 1.0]","[685.0, 711.0, 713.0, 30.0]",4
HG4128-HT4398_at,"leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_29","[1.0, 0.984, 1.0]","[685.0, 681.0, 707.0]",3
HG4144-HT4414_at,"leukemia_base_0002_11, leukemia_base_0002_15, leukemia_base_0002_27","[1.0, 1.0, 1.0]","[707.0, 654.0, 713.0]",3
HG415-HT415_at,"leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0009_17","[0.984, 1.0, 1.0, 1.0, 1.0, 0.984]","[681.0, 660.0, 694.0, 650.0, 683.0, 66.0]",6
HG4155-HT4425_s_at,"leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_12, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_19","[1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0]","[637.0, 636.0, 693.0, 696.0, 654.0, 730.0, 683.0]",7
HG4157-HT4427_at,"leukemia_base_0002_17, leukemia_base_0002_29, leukemia_base_0011_8","[1.0, 1.0, 0.984]","[689.0, 707.0, 46.0]",3
HG4165-HT4435_at,"leukemia_base_0002_3, leukemia_base_0002_11, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0002_26, leukemia_base_0011_13","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[660.0, 707.0, 683.0, 647.0, 676.0, 711.0, 42.0]",7
HG4167-HT4437_at,leukemia_base_0002_27,[1.0],[713.0],1
HG4169-HT4439_s_at,"leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[726.0, 711.0, 688.0]",3
HG417-HT417_s_at,"leukemia_base_0002_4, leukemia_base_0002_24, leukemia_base_0002_29, leukemia_base_0009_27","[1.0, 1.0, 1.0, 0.969]","[669.0, 683.0, 707.0, 70.0]",4
HG4178-HT4448_at,"leukemia_base_0002_7, leukemia_base_0002_18","[1.0, 1.0]","[682.0, 730.0]",2
HG4185-HT4455_at,"leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_5, leukemia_base_0002_17","[1.0, 1.0, 1.0, 1.0]","[683.0, 669.0, 637.0, 689.0]",4
HG4188-HT4458_at,"leukemia_base_0002_3, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[660.0, 696.0, 700.0, 711.0]",4
HG4194-HT4464_at,"leukemia_base_0002_15, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 650.0, 683.0, 647.0, 683.0]",5
HG4234-HT4504_at,"leukemia_base_0002_7, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0]","[682.0, 700.0, 654.0, 683.0]",4
HG4236-HT4506_f_at,"leukemia_base_0002_10, leukemia_base_0002_14, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0002_28, leukemia_base_0011_24","[1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[657.0, 700.0, 726.0, 683.0, 688.0, 38.0]",6
HG4243-HT4513_at,"leukemia_base_0002_25, leukemia_base_0009_13","[1.0, 1.0]","[716.0, 58.0]",2
HG4245-HT4515_at,leukemia_base_0002_11,[1.0],[707.0],1
HG4258-HT4528_at,"leukemia_base_0002_0, leukemia_base_0002_23, leukemia_base_0002_29, leukemia_base_0009_3","[1.0, 1.0, 1.0, 1.0]","[685.0, 726.0, 707.0, 67.0]",4
HG4263-HT4533_at,"leukemia_base_0002_6, leukemia_base_0002_11, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[671.0, 707.0, 679.0]",3
HG4272-HT4542_at,leukemia_base_0002_4,[1.0],[669.0],1
HG429-HT429_at,"leukemia_base_0002_4, leukemia_base_0002_20","[1.0, 1.0]","[669.0, 647.0]",2
HG4297-HT4567_at,leukemia_base_0002_10,[1.0],[657.0],1
HG4310-HT4580_at,"leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_18","[0.984, 1.0, 1.0, 1.0]","[681.0, 637.0, 700.0, 730.0]",4
HG4312-HT4582_s_at,"leukemia_base_0002_9, leukemia_base_0002_14, leukemia_base_0002_25, leukemia_base_0002_26, leukemia_base_0002_29, leukemia_base_0009_8","[0.999, 1.0, 1.0, 1.0, 1.0, 0.984]","[636.0, 700.0, 716.0, 711.0, 707.0, 52.0]",6
HG4316-HT4586_at,"leukemia_base_0002_3, leukemia_base_0002_17, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[660.0, 689.0, 711.0]",3
HG4318-HT4588_s_at,"leukemia_base_0002_1, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_20","[0.984, 1.0, 1.0, 1.0]","[681.0, 696.0, 654.0, 647.0]",4
HG4319-HT4589_at,"leukemia_base_0002_16, leukemia_base_0002_17","[1.0, 1.0]","[650.0, 689.0]",2
HG4321-HT4591_at,"leukemia_base_0002_6, leukemia_base_0002_7, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[671.0, 682.0, 683.0]",3
HG4322-HT4592_at,"leukemia_base_0002_0, leukemia_base_0009_13","[1.0, 1.0]","[685.0, 58.0]",2
HG4332-HT4602_at,"leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_7, leukemia_base_0002_15, leukemia_base_0009_17, leukemia_base_0011_21","[1.0, 1.0, 1.0, 1.0, 0.984, 0.993]","[683.0, 660.0, 682.0, 654.0, 66.0, 23.0]",6
HG4333-HT4603_at,"leukemia_base_0002_19, leukemia_base_0002_25, leukemia_base_0002_27, leukemia_base_0009_1","[1.0, 1.0, 1.0, 1.0]","[683.0, 716.0, 713.0, 62.0]",4
HG4334-HT4604_s_at,"leukemia_base_0002_4, leukemia_base_0002_26, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[669.0, 711.0, 688.0]",3
HG4336-HT4606_at,"leukemia_base_0002_13, leukemia_base_0002_27, leukemia_base_0002_29, leukemia_base_0009_25","[1.0, 1.0, 1.0, 1.0]","[696.0, 713.0, 707.0, 53.0]",4
HG4340-HT4610_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_18, leukemia_base_0002_19, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 657.0, 730.0, 683.0, 688.0]",5
HG4390-HT4660_at,"leukemia_base_0002_4, leukemia_base_0002_14, leukemia_base_0002_18, leukemia_base_0002_19","[1.0, 1.0, 1.0, 1.0]","[669.0, 700.0, 730.0, 683.0]",4
HG4411-HT4681_at,"leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[637.0, 700.0, 683.0]",3
HG4417-HT4687_f_at,leukemia_base_0002_20,[1.0],[647.0],1
HG4433-HT4703_at,leukemia_base_0002_20,[1.0],[647.0],1
HG4458-HT4727_at,"leukemia_base_0002_6, leukemia_base_0002_12","[1.0, 1.0]","[671.0, 693.0]",2
HG4460-HT4729_at,"leukemia_base_0002_20, leukemia_base_0002_24, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[647.0, 683.0, 711.0]",3
HG4480-HT4833_at,"leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_15","[1.0, 1.0, 1.0]","[707.0, 693.0, 654.0]",3
HG4490-HT4876_f_at,"leukemia_base_0002_1, leukemia_base_0011_9","[0.984, 0.969]","[681.0, 29.0]",2
HG4517-HT4920_s_at,"leukemia_base_0002_2, leukemia_base_0002_19","[1.0, 1.0]","[683.0, 683.0]",2
HG4518-HT4921_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_17","[1.0, 1.0, 1.0]","[685.0, 683.0, 689.0]",3
HG4518-HT4921_r_at,"leukemia_base_0002_4, leukemia_base_0002_20, leukemia_base_0002_24, leukemia_base_0009_14","[1.0, 1.0, 1.0, 1.0]","[669.0, 647.0, 683.0, 57.0]",4
HG4533-HT4938_at,"leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_24, leukemia_base_0011_2","[1.0, 0.999, 1.0, 1.0, 1.0, 0.984]","[669.0, 636.0, 693.0, 730.0, 683.0, 22.0]",6
HG4535-HT4940_s_at,"leukemia_base_0002_11, leukemia_base_0002_21","[1.0, 0.969]","[707.0, 679.0]",2
HG4541-HT4946_s_at,leukemia_base_0002_17,[1.0],[689.0],1
HG4542-HT4947_at,"leukemia_base_0002_6, leukemia_base_0002_18","[1.0, 1.0]","[671.0, 730.0]",2
HG4557-HT4962_at,"leukemia_base_0002_19, leukemia_base_0002_25, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[683.0, 716.0, 707.0]",3
HG4557-HT4962_r_at,leukemia_base_0009_16,[0.984],[64.0],1
HG458-HT458_f_at,"leukemia_base_0002_8, leukemia_base_0002_29","[1.0, 1.0]","[694.0, 707.0]",2
HG4582-HT4987_at,"leukemia_base_0002_5, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0]","[637.0, 707.0, 696.0, 707.0]",4
HG4593-HT4998_at,"leukemia_base_0002_6, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0002_26, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 700.0, 683.0, 711.0, 707.0]",5
HG4606-HT5011_at,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_20","[0.984, 1.0, 1.0, 1.0]","[681.0, 683.0, 660.0, 647.0]",4
HG4638-HT5050_at,"leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_13","[0.999, 1.0, 1.0, 1.0]","[636.0, 657.0, 707.0, 696.0]",4
HG4660-HT5073_at,"leukemia_base_0002_14, leukemia_base_0002_21, leukemia_base_0009_4","[1.0, 0.969, 0.984]","[700.0, 679.0, 71.0]",3
HG4662-HT5075_at,"leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0002_28","[1.0, 0.984, 1.0, 1.0, 1.0, 1.0]","[685.0, 681.0, 637.0, 700.0, 683.0, 688.0]",6
HG4668-HT5083_s_at,"leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[683.0, 669.0, 679.0]",3
HG4677-HT5102_s_at,"leukemia_base_0002_23, leukemia_base_0002_28","[1.0, 1.0]","[726.0, 688.0]",2
HG4679-HT5104_at,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_20","[1.0, 1.0, 1.0]","[685.0, 669.0, 647.0]",3
HG4683-HT5108_s_at,"leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[654.0, 730.0, 716.0]",3
HG4704-HT5146_at,"leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_24, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 657.0, 707.0, 683.0, 711.0]",5
HG4716-HT5158_at,"leukemia_base_0002_13, leukemia_base_0002_20, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[696.0, 647.0, 688.0]",3
HG4724-HT5166_at,"leukemia_base_0002_25, leukemia_base_0002_27","[1.0, 1.0]","[716.0, 713.0]",2
HG4740-HT5187_at,"leukemia_base_0002_8, leukemia_base_0002_19, leukemia_base_0011_8","[1.0, 1.0, 0.984]","[694.0, 683.0, 46.0]",3
HG4749-HT5197_at,"leukemia_base_0002_9, leukemia_base_0002_23, leukemia_base_0002_25","[0.999, 1.0, 1.0]","[636.0, 726.0, 716.0]",3
HG4755-HT5203_s_at,"leukemia_base_0002_29, leukemia_base_0009_14","[1.0, 1.0]","[707.0, 57.0]",2
HG4757-HT5207_s_at,leukemia_base_0002_12,[1.0],[693.0],1
HG491-HT491_at,"leukemia_base_0002_13, leukemia_base_0002_20, leukemia_base_0002_29, leukemia_base_0011_1","[1.0, 1.0, 1.0, 0.984]","[696.0, 647.0, 707.0, 42.0]",4
HG511-HT511_at,"leukemia_base_0002_5, leukemia_base_0002_13, leukemia_base_0002_22","[1.0, 1.0, 1.0]","[637.0, 696.0, 676.0]",3
HG544-HT544_at,leukemia_base_0002_21,[0.969],[679.0],1
HG613-HT613_at,"leukemia_base_0002_14, leukemia_base_0002_17, leukemia_base_0002_21, leukemia_base_0002_25, leukemia_base_0002_28, leukemia_base_0011_26","[1.0, 1.0, 0.969, 1.0, 1.0, 1.0]","[700.0, 689.0, 679.0, 716.0, 688.0, 32.0]",6
HG620-HT620_at,"leukemia_base_0002_16, leukemia_base_0002_19","[1.0, 1.0]","[650.0, 683.0]",2
HG627-HT5097_s_at,"leukemia_base_0002_10, leukemia_base_0002_23","[1.0, 1.0]","[657.0, 726.0]",2
HG627-HT5098_s_at,"leukemia_base_0002_1, leukemia_base_0002_28","[0.984, 1.0]","[681.0, 688.0]",2
HG64-HT64_at,"leukemia_base_0002_0, leukemia_base_0002_3, leukemia_base_0002_7, leukemia_base_0002_13, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_26, leukemia_base_0002_27, leukemia_base_0011_12, leukemia_base_0011_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[685.0, 660.0, 682.0, 696.0, 730.0, 647.0, 711.0, 713.0, 38.0, 38.0]",10
HG644-HT644_at,"leukemia_base_0002_6, leukemia_base_0002_26","[1.0, 1.0]","[671.0, 711.0]",2
HG651-HT4201_at,leukemia_base_0002_10,[1.0],[657.0],1
HG651-HT5209_s_at,"leukemia_base_0002_0, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_11","[1.0, 0.999, 1.0, 1.0]","[685.0, 636.0, 657.0, 707.0]",4
HG658-HT658_f_at,"leukemia_base_0002_9, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_27","[0.999, 1.0, 1.0, 1.0]","[636.0, 654.0, 730.0, 713.0]",4
HG662-HT662_at,"leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[693.0, 683.0, 726.0]",3
HG668-HT4793_at,"leukemia_base_0002_27, leukemia_base_0009_1","[1.0, 1.0]","[713.0, 62.0]",2
HG67-HT67_f_at,"leukemia_base_0002_7, leukemia_base_0002_11, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[682.0, 707.0, 726.0]",3
HG688-HT688_f_at,"leukemia_base_0002_3, leukemia_base_0002_17, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[660.0, 689.0, 730.0]",3
HG721-HT4827_s_at,"leukemia_base_0002_4, leukemia_base_0009_10, leukemia_base_0011_26","[1.0, 1.0, 1.0]","[669.0, 62.0, 32.0]",3
HG721-HT4828_s_at,"leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_27, leukemia_base_0002_28, leukemia_base_0009_0","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[707.0, 693.0, 730.0, 713.0, 688.0, 64.0]",6
HG732-HT732_at,"leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0009_4, leukemia_base_0009_28","[1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 0.984]","[671.0, 694.0, 700.0, 730.0, 647.0, 71.0, 65.0]",7
HG742-HT742_at,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[685.0, 669.0, 688.0]",3
HG759-HT759_s_at,"leukemia_base_0002_2, leukemia_base_0002_22","[1.0, 1.0]","[683.0, 676.0]",2
HG821-HT821_at,"leukemia_base_0002_7, leukemia_base_0002_17, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[682.0, 689.0, 726.0]",3
HG825-HT825_at,leukemia_base_0002_18,[1.0],[730.0],1
HG830-HT830_at,"leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_5, leukemia_base_0002_6, leukemia_base_0002_9, leukemia_base_0002_14","[0.984, 1.0, 1.0, 1.0, 0.999, 1.0]","[681.0, 660.0, 637.0, 671.0, 636.0, 700.0]",6
HG831-HT831_at,"leukemia_base_0002_0, leukemia_base_0002_8, leukemia_base_0002_19","[1.0, 1.0, 1.0]","[685.0, 694.0, 683.0]",3
HG846-HT846_at,"leukemia_base_0002_17, leukemia_base_0002_19, leukemia_base_0002_26, leukemia_base_0009_13, leukemia_base_0011_15","[1.0, 1.0, 1.0, 1.0, 0.984]","[689.0, 683.0, 711.0, 58.0, 29.0]",5
HG855-HT855_s_at,"leukemia_base_0002_2, leukemia_base_0002_17, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[683.0, 689.0, 711.0]",3
HG862-HT862_s_at,"leukemia_base_0002_1, leukemia_base_0002_21, leukemia_base_0002_27, leukemia_base_0009_13","[0.984, 0.969, 1.0, 1.0]","[681.0, 679.0, 713.0, 58.0]",4
HG870-HT870_at,"leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_26, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 657.0, 696.0, 654.0, 730.0, 711.0, 688.0]",7
HG880-HT880_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_5, leukemia_base_0002_6, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 683.0, 660.0, 637.0, 671.0, 693.0, 700.0, 654.0, 683.0]",9
HG880-HT880_s_at,"leukemia_base_0002_8, leukemia_base_0002_10, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[694.0, 657.0, 726.0]",3
HG881-HT881_at,"leukemia_base_0002_3, leukemia_base_0002_29","[1.0, 1.0]","[660.0, 707.0]",2
HG884-HT884_s_at,"leukemia_base_0002_7, leukemia_base_0002_11, leukemia_base_0002_29, leukemia_base_0009_5","[1.0, 1.0, 1.0, 0.98]","[682.0, 707.0, 707.0, 68.01]",4
HG896-HT896_at,"leukemia_base_0002_10, leukemia_base_0002_18, leukemia_base_0002_27, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0]","[657.0, 730.0, 713.0, 707.0]",4
HG907-HT907_at,"leukemia_base_0002_1, leukemia_base_0002_9","[0.984, 0.999]","[681.0, 636.0]",2
HG908-HT908_at,leukemia_base_0002_21,[0.969],[679.0],1
HG909-HT909_at,"leukemia_base_0002_25, leukemia_base_0002_26, leukemia_base_0002_27","[1.0, 1.0, 1.0]","[716.0, 711.0, 713.0]",3
HG919-HT919_at,"leukemia_base_0002_17, leukemia_base_0009_11","[1.0, 0.969]","[689.0, 60.0]",2
HG921-HT3995_at,"leukemia_base_0002_18, leukemia_base_0002_28","[1.0, 1.0]","[730.0, 688.0]",2
HG944-HT944_s_at,"leukemia_base_0002_12, leukemia_base_0002_26","[1.0, 1.0]","[693.0, 711.0]",2
HG945-HT945_s_at,leukemia_base_0002_3,[1.0],[660.0],1
HG960-HT960_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_21, leukemia_base_0002_23","[1.0, 1.0, 1.0, 0.999, 0.969, 1.0]","[685.0, 683.0, 637.0, 636.0, 679.0, 726.0]",6
HG961-HT961_at,"leukemia_base_0002_13, leukemia_base_0002_22, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[696.0, 676.0, 707.0]",3
HG982-HT982_s_at,"leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_27","[1.0, 0.999, 1.0, 1.0]","[694.0, 636.0, 657.0, 713.0]",4
HG987-HT987_at,"leukemia_base_0002_5, leukemia_base_0002_15, leukemia_base_0002_24, leukemia_base_0002_26, leukemia_base_0009_6","[1.0, 1.0, 1.0, 1.0, 0.984]","[637.0, 654.0, 683.0, 711.0, 60.0]",5
HG998-HT998_s_at,"leukemia_base_0002_21, leukemia_base_0011_29","[0.969, 1.0]","[679.0, 32.0]",2
J00073_at,"leukemia_base_0002_13, leukemia_base_0009_21","[1.0, 1.0]","[696.0, 73.0]",2
J00105_s_at,"leukemia_base_0002_23, leukemia_base_0011_26","[1.0, 1.0]","[726.0, 32.0]",2
J00116_s_at,"leukemia_base_0002_1, leukemia_base_0002_9, leukemia_base_0002_13, leukemia_base_0002_19, leukemia_base_0002_27","[0.984, 0.999, 1.0, 1.0, 1.0]","[681.0, 636.0, 696.0, 683.0, 713.0]",5
J00117_f_at,"leukemia_base_0002_0, leukemia_base_0002_22","[1.0, 1.0]","[685.0, 676.0]",2
J00123_at,leukemia_base_0002_22,[1.0],[676.0],1
J00124_at,"leukemia_base_0002_29, leukemia_base_0009_21","[1.0, 1.0]","[707.0, 73.0]",2
J00129_at,"leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0009_26","[1.0, 1.0, 1.0]","[694.0, 696.0, 57.0]",3
J00139_s_at,"leukemia_base_0002_14, leukemia_base_0002_24","[1.0, 1.0]","[700.0, 683.0]",2
J00146_at,"leukemia_base_0002_0, leukemia_base_0002_12","[1.0, 1.0]","[685.0, 693.0]",2
J00148_cds2_f_at,"leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_28","[1.0, 0.999, 1.0]","[669.0, 636.0, 688.0]",3
J00209_f_at,"leukemia_base_0002_0, leukemia_base_0002_18","[1.0, 1.0]","[685.0, 730.0]",2
J00210_rna1_at,"leukemia_base_0002_3, leukemia_base_0002_7, leukemia_base_0002_14, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[660.0, 682.0, 700.0, 711.0]",4
J00212_f_at,"leukemia_base_0002_22, leukemia_base_0009_18","[1.0, 0.984]","[676.0, 70.0]",2
J00219_s_at,"leukemia_base_0002_10, leukemia_base_0002_18, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[657.0, 730.0, 679.0]",3
J00220_cds4_at,"leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[682.0, 694.0, 716.0]",3
J00220_cds5_at,"leukemia_base_0002_8, leukemia_base_0002_10, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0002_25","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 1.0]","[694.0, 657.0, 700.0, 683.0, 679.0, 676.0, 716.0]",7
J00268_s_at,"leukemia_base_0002_16, leukemia_base_0002_17, leukemia_base_0002_18, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0]","[650.0, 689.0, 730.0, 688.0]",4
J00277_at,"leukemia_base_0002_16, leukemia_base_0002_17","[1.0, 1.0]","[650.0, 689.0]",2
J00287_at,"leukemia_base_0002_5, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_25","[1.0, 1.0, 1.0, 1.0, 1.0]","[637.0, 694.0, 696.0, 654.0, 716.0]",5
J00306_at,"leukemia_base_0002_14, leukemia_base_0002_29","[1.0, 1.0]","[700.0, 707.0]",2
J00314_at,"leukemia_base_0002_0, leukemia_base_0002_12, leukemia_base_0002_25, leukemia_base_0009_13","[1.0, 1.0, 1.0, 1.0]","[685.0, 693.0, 716.0, 58.0]",4
J02611_at,"leukemia_base_0002_6, leukemia_base_0002_19, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[671.0, 683.0, 679.0]",3
J02621_s_at,"leukemia_base_0002_8, leukemia_base_0002_24, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[694.0, 683.0, 688.0]",3
J02645_at,"leukemia_base_0002_1, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_19","[0.984, 1.0, 1.0, 1.0]","[681.0, 696.0, 700.0, 683.0]",4
