selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
A28102_at,"leukemia_base_0002_4, leukemia_base_0002_18, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[669.0, 730.0, 716.0]",3
AB000114_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_19","[1.0, 1.0, 1.0]","[682.0, 657.0, 683.0]",3
AB000115_at,"leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_13, leukemia_base_0002_19, leukemia_base_0002_21, leukemia_base_0002_29","[0.984, 1.0, 1.0, 1.0, 0.969, 1.0]","[681.0, 669.0, 696.0, 683.0, 679.0, 707.0]",6
AB000220_at,"leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0002_23","[1.0, 1.0, 1.0, 1.0, 1.0]","[696.0, 700.0, 654.0, 676.0, 726.0]",5
AB000381_s_at,"leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_17, leukemia_base_0002_23","[1.0, 1.0, 1.0, 1.0]","[707.0, 650.0, 689.0, 726.0]",4
AB000409_at,"leukemia_base_0002_6, leukemia_base_0002_20, leukemia_base_0002_27","[1.0, 1.0, 1.0]","[671.0, 647.0, 713.0]",3
AB000410_s_at,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_12, leukemia_base_0002_24","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 683.0, 669.0, 693.0, 683.0]",5
AB000449_at,"leukemia_base_0002_11, leukemia_base_0002_25, leukemia_base_0009_25","[1.0, 1.0, 1.0]","[707.0, 716.0, 53.0]",3
AB000450_at,"leukemia_base_0002_20, leukemia_base_0002_21, leukemia_base_0002_24, leukemia_base_0002_27","[1.0, 0.969, 1.0, 1.0]","[647.0, 679.0, 683.0, 713.0]",4
AB000460_at,"leukemia_base_0002_11, leukemia_base_0002_20, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[707.0, 647.0, 716.0]",3
AB000462_at,"leukemia_base_0002_3, leukemia_base_0011_0, leukemia_base_0011_22","[1.0, 0.969, 0.969]","[660.0, 36.0, 38.0]",3
AB000464_at,"leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0002_25, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0]","[696.0, 700.0, 650.0, 716.0, 711.0]",5
AB000466_at,"leukemia_base_0002_0, leukemia_base_0002_14, leukemia_base_0002_17","[1.0, 1.0, 1.0]","[685.0, 700.0, 689.0]",3
AB000467_at,leukemia_base_0002_10,[1.0],[657.0],1
AB000468_at,"leukemia_base_0002_3, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0011_20","[1.0, 1.0, 1.0, 1.0]","[660.0, 689.0, 726.0, 41.0]",4
AB000584_at,leukemia_base_0002_25,[1.0],[716.0],1
AB000816_s_at,"leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_15","[1.0, 0.999, 1.0]","[694.0, 636.0, 654.0]",3
AB000895_at,"leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0002_28","[1.0, 1.0, 0.969, 1.0, 1.0]","[694.0, 707.0, 679.0, 726.0, 688.0]",5
AB000896_at,"leukemia_base_0002_14, leukemia_base_0002_15","[1.0, 1.0]","[700.0, 654.0]",2
AB000897_at,"leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_26, leukemia_base_0002_29, leukemia_base_0009_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[671.0, 657.0, 707.0, 650.0, 711.0, 707.0, 64.0]",7
AB000905_at,"leukemia_base_0002_5, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_21","[1.0, 1.0, 1.0, 1.0, 0.969]","[637.0, 694.0, 707.0, 696.0, 679.0]",5
AB001106_at,"leukemia_base_0002_12, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_23","[1.0, 1.0, 1.0, 1.0]","[693.0, 650.0, 730.0, 726.0]",4
AB001325_at,"leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0002_25, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0]","[693.0, 647.0, 716.0, 707.0]",4
AB002314_at,leukemia_base_0002_28,[1.0],[688.0],1
AB002315_at,"leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_10, leukemia_base_0002_21","[1.0, 1.0, 1.0, 1.0, 0.969]","[683.0, 669.0, 694.0, 657.0, 679.0]",5
AB002318_at,"leukemia_base_0002_7, leukemia_base_0002_9, leukemia_base_0002_20, leukemia_base_0002_29","[1.0, 0.999, 1.0, 1.0]","[682.0, 636.0, 647.0, 707.0]",4
AB002332_at,leukemia_base_0002_11,[1.0],[707.0],1
AB002356_s_at,leukemia_base_0002_21,[0.969],[679.0],1
AB002365_at,"leukemia_base_0002_11, leukemia_base_0002_18","[1.0, 1.0]","[707.0, 730.0]",2
AB002366_at,"leukemia_base_0002_20, leukemia_base_0002_22","[1.0, 1.0]","[647.0, 676.0]",2
AB002380_at,"leukemia_base_0002_12, leukemia_base_0002_17, leukemia_base_0002_24, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0]","[693.0, 689.0, 683.0, 688.0]",4
AB002382_at,"leukemia_base_0002_5, leukemia_base_0002_24","[1.0, 1.0]","[637.0, 683.0]",2
AB002409_at,leukemia_base_0002_5,[1.0],[637.0],1
AB002533_at,leukemia_base_0002_26,[1.0],[711.0],1
AB003102_at,leukemia_base_0002_11,[1.0],[707.0],1
AB003103_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 1.0, 0.969, 1.0, 1.0, 1.0]","[660.0, 669.0, 679.0, 676.0, 726.0, 711.0]",6
AB003177_at,"leukemia_base_0002_3, leukemia_base_0002_9, leukemia_base_0002_23","[1.0, 0.999, 1.0]","[660.0, 636.0, 726.0]",3
AB003698_at,"leukemia_base_0002_13, leukemia_base_0002_20, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[696.0, 647.0, 688.0]",3
AB004884_at,"leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_21, leukemia_base_0002_29","[1.0, 1.0, 0.969, 1.0]","[696.0, 700.0, 679.0, 707.0]",4
AB005535_s_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_14, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0]","[660.0, 669.0, 700.0, 713.0]",4
AB006190_at,"leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_18, leukemia_base_0009_11, leukemia_base_0009_12","[1.0, 1.0, 1.0, 0.969, 1.0]","[683.0, 669.0, 730.0, 60.0, 61.0]",5
AB006781_s_at,"leukemia_base_0002_7, leukemia_base_0009_6","[1.0, 0.984]","[682.0, 60.0]",2
AB006782_at,"leukemia_base_0002_0, leukemia_base_0002_27","[1.0, 1.0]","[685.0, 713.0]",2
AC000061_cds2_at,"leukemia_base_0002_1, leukemia_base_0002_19","[0.984, 1.0]","[681.0, 683.0]",2
AC000061_cds3_at,"leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_15","[1.0, 1.0, 1.0]","[707.0, 693.0, 654.0]",3
AC000062_at,"leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[671.0, 657.0, 730.0]",3
AC000063_s_at,"leukemia_base_0002_2, leukemia_base_0002_29, leukemia_base_0009_13","[1.0, 1.0, 1.0]","[683.0, 707.0, 58.0]",3
AC000064_cds1_at,"leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_18, leukemia_base_0002_19","[1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 694.0, 696.0, 730.0, 683.0]",5
AC000064_cds2_at,"leukemia_base_0002_6, leukemia_base_0002_19","[1.0, 1.0]","[671.0, 683.0]",2
AC000066_at,"leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0002_21, leukemia_base_0002_24, leukemia_base_0011_27","[1.0, 1.0, 0.969, 1.0, 1.0]","[694.0, 700.0, 679.0, 683.0, 26.0]",5
AC000099_at,"leukemia_base_0002_4, leukemia_base_0002_5, leukemia_base_0002_16","[1.0, 1.0, 1.0]","[669.0, 637.0, 650.0]",3
AC000115_cds1_at,"leukemia_base_0009_4, leukemia_base_0009_28","[0.984, 0.984]","[71.0, 65.0]",2
AC002045_xpt1_at,"leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_27, leukemia_base_0009_12, leukemia_base_0009_13","[1.0, 0.999, 1.0, 1.0, 1.0]","[637.0, 636.0, 713.0, 61.0, 58.0]",5
AC002045_xpt2_s_at,"leukemia_base_0002_22, leukemia_base_0002_29, leukemia_base_0009_27","[1.0, 1.0, 0.969]","[676.0, 707.0, 70.0]",3
AC002073_cds1_at,leukemia_base_0002_11,[1.0],[707.0],1
AC002076_cds2_at,"leukemia_base_0002_8, leukemia_base_0002_10","[1.0, 1.0]","[694.0, 657.0]",2
AC002077_at,"leukemia_base_0002_15, leukemia_base_0009_0","[1.0, 1.0]","[654.0, 64.0]",2
AC002086_at,"leukemia_base_0002_5, leukemia_base_0002_7, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[637.0, 682.0, 688.0]",3
AC002115_cds1_at,"leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0011_22","[1.0, 1.0, 0.969, 1.0, 0.969]","[683.0, 657.0, 679.0, 676.0, 38.0]",5
AC002115_cds3_at,"leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_22","[1.0, 1.0, 1.0]","[657.0, 707.0, 676.0]",3
AC002115_cds4_at,"leukemia_base_0002_26, leukemia_base_0002_27, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[711.0, 713.0, 707.0]",3
AC002115_rna2_at,"leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_28, leukemia_base_0009_13","[1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 694.0, 696.0, 688.0, 58.0]",5
AC002464_at,"leukemia_base_0002_7, leukemia_base_0002_13, leukemia_base_0002_28, leukemia_base_0009_20","[1.0, 1.0, 1.0, 0.999]","[682.0, 696.0, 688.0, 65.0]",4
AC002477_s_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_18","[1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 657.0, 707.0, 689.0, 730.0]",5
AC002486_at,"leukemia_base_0002_12, leukemia_base_0002_24, leukemia_base_0002_28, leukemia_base_0009_17, leukemia_base_0009_19","[1.0, 1.0, 1.0, 0.984, 1.0]","[693.0, 683.0, 688.0, 66.0, 68.0]",5
AD000092_cds1_at,"leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_14","[1.0, 1.0, 1.0, 1.0]","[669.0, 694.0, 696.0, 700.0]",4
AD000092_cds2_at,"leukemia_base_0002_7, leukemia_base_0002_11","[1.0, 1.0]","[682.0, 707.0]",2
AD000092_cds7_s_at,"leukemia_base_0002_2, leukemia_base_0002_6","[1.0, 1.0]","[683.0, 671.0]",2
AD000684_cds1_at,"leukemia_base_0002_24, leukemia_base_0002_25","[1.0, 1.0]","[683.0, 716.0]",2
AD001527_cds1_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_8, leukemia_base_0002_12, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0011_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[685.0, 683.0, 694.0, 693.0, 726.0, 683.0, 38.0]",7
AF000177_at,"leukemia_base_0002_4, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0009_28","[1.0, 1.0, 1.0, 0.984]","[669.0, 700.0, 650.0, 65.0]",4
AF000231_at,"leukemia_base_0002_0, leukemia_base_0002_16","[1.0, 1.0]","[685.0, 650.0]",2
AF000234_at,"leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_14, leukemia_base_0002_16","[1.0, 0.984, 1.0, 1.0]","[685.0, 681.0, 700.0, 650.0]",4
AF000424_s_at,"leukemia_base_0002_17, leukemia_base_0002_24","[1.0, 1.0]","[689.0, 683.0]",2
AF000430_at,"leukemia_base_0002_26, leukemia_base_0009_11","[1.0, 0.969]","[711.0, 60.0]",2
AF000545_at,"leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[730.0, 647.0, 711.0]",3
AF000562_at,"leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[669.0, 654.0, 726.0]",3
AF000573_rna1_at,leukemia_base_0002_13,[1.0],[696.0],1
AF000959_at,"leukemia_base_0002_4, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0]","[669.0, 689.0, 726.0, 716.0, 688.0]",5
AF001294_at,leukemia_base_0002_0,[1.0],[685.0],1
AF001359_f_at,"leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_22","[1.0, 1.0, 1.0]","[730.0, 647.0, 676.0]",3
AF001548_rna1_at,"leukemia_base_0002_7, leukemia_base_0002_28","[1.0, 1.0]","[682.0, 688.0]",2
AF001620_at,"leukemia_base_0002_15, leukemia_base_0002_20, leukemia_base_0002_21, leukemia_base_0002_25, leukemia_base_0011_7","[1.0, 1.0, 0.969, 1.0, 0.984]","[654.0, 647.0, 679.0, 716.0, 26.0]",5
AF001787_s_at,"leukemia_base_0002_1, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0002_23","[0.984, 1.0, 1.0, 1.0]","[681.0, 654.0, 676.0, 726.0]",4
AF002020_at,leukemia_base_0002_21,[0.969],[679.0],1
AF002224_at,"leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_15, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0009_3, leukemia_base_0009_19","[1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 1.0, 1.0]","[683.0, 637.0, 654.0, 679.0, 676.0, 726.0, 67.0, 68.0]",8
AF002700_at,leukemia_base_0002_13,[1.0],[696.0],1
AF003743_at,"leukemia_base_0002_13, leukemia_base_0002_18, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[696.0, 730.0, 679.0]",3
AF005037_at,"leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_13, leukemia_base_0002_22, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 657.0, 696.0, 676.0, 711.0]",5
AF005043_at,"leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_24, leukemia_base_0009_10, leukemia_base_0011_3, leukemia_base_0011_29","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 694.0, 707.0, 650.0, 683.0, 62.0, 30.0, 32.0]",8
AF005361_at,"leukemia_base_0002_0, leukemia_base_0002_16","[1.0, 1.0]","[685.0, 650.0]",2
AF005775_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_19, leukemia_base_0011_1","[1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[685.0, 683.0, 696.0, 654.0, 683.0, 42.0]",6
AF005887_at,"leukemia_base_0002_16, leukemia_base_0002_26","[1.0, 1.0]","[650.0, 711.0]",2
AF006041_at,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0009_17","[0.984, 1.0, 1.0, 0.984]","[681.0, 683.0, 657.0, 66.0]",4
AF006084_at,"leukemia_base_0002_27, leukemia_base_0011_10","[1.0, 1.0]","[713.0, 34.0]",2
AF006087_at,"leukemia_base_0002_19, leukemia_base_0002_23","[1.0, 1.0]","[683.0, 726.0]",2
AF006609_at,"leukemia_base_0002_0, leukemia_base_0002_23","[1.0, 1.0]","[685.0, 726.0]",2
AF007111_at,"leukemia_base_0002_13, leukemia_base_0002_16, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[696.0, 650.0, 730.0]",3
AF007551_at,"leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_24, leukemia_base_0009_1","[1.0, 1.0, 1.0, 1.0]","[707.0, 693.0, 683.0, 62.0]",4
AF007875_at,"leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0002_19","[1.0, 1.0, 1.0]","[669.0, 654.0, 683.0]",3
AF008445_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_23, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0011_25","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 669.0, 694.0, 707.0, 726.0, 688.0, 707.0, 33.0]",8
AF008937_at,leukemia_base_0002_15,[1.0],[654.0],1
AF009301_at,"leukemia_base_0002_14, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[700.0, 647.0, 683.0]",3
AF009368_at,"leukemia_base_0002_14, leukemia_base_0002_24, leukemia_base_0009_3, leukemia_base_0011_18, leukemia_base_0011_23","[1.0, 1.0, 1.0, 0.984, 0.984]","[700.0, 683.0, 67.0, 23.0, 24.0]",5
AF009426_at,"leukemia_base_0002_4, leukemia_base_0002_24","[1.0, 1.0]","[669.0, 683.0]",2
AF009674_at,"leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_19, leukemia_base_0002_27, leukemia_base_0009_27","[1.0, 1.0, 1.0, 1.0, 0.969]","[693.0, 730.0, 683.0, 713.0, 70.0]",5
AF010193_at,"leukemia_base_0002_4, leukemia_base_0002_17, leukemia_base_0009_9, leukemia_base_0009_28, leukemia_base_0011_18","[1.0, 1.0, 0.984, 0.984, 0.984]","[669.0, 689.0, 53.0, 65.0, 23.0]",5
AF012024_s_at,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[685.0, 669.0, 683.0]",3
AF012270_at,"leukemia_base_0002_0, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[685.0, 647.0, 683.0]",3
AF014958_at,"leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_26, leukemia_base_0009_9","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 0.984]","[694.0, 707.0, 689.0, 730.0, 679.0, 711.0, 53.0]",7
AF015910_at,"leukemia_base_0002_26, leukemia_base_0009_8","[1.0, 0.984]","[711.0, 52.0]",2
AF015913_at,"leukemia_base_0002_0, leukemia_base_0002_5, leukemia_base_0002_13","[1.0, 1.0, 1.0]","[685.0, 637.0, 696.0]",3
AF015950_at,"leukemia_base_0002_0, leukemia_base_0002_23, leukemia_base_0009_26","[1.0, 1.0, 1.0]","[685.0, 726.0, 57.0]",3
AFFX-BioB-3_at,"leukemia_base_0002_16, leukemia_base_0002_20, leukemia_base_0009_17","[1.0, 1.0, 0.984]","[650.0, 647.0, 66.0]",3
AFFX-BioB-3_st,"leukemia_base_0002_2, leukemia_base_0002_9, leukemia_base_0002_13","[1.0, 0.999, 1.0]","[683.0, 636.0, 696.0]",3
AFFX-BioB-5_at,leukemia_base_0002_3,[1.0],[660.0],1
AFFX-BioB-5_st,"leukemia_base_0002_15, leukemia_base_0002_21","[1.0, 0.969]","[654.0, 679.0]",2
AFFX-BioB-M_at,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_27","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 683.0, 660.0, 657.0, 713.0]",5
AFFX-BioB-M_st,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_14, leukemia_base_0009_22","[1.0, 1.0, 1.0, 0.984]","[685.0, 683.0, 700.0, 64.0]",4
AFFX-BioC-3_at,"leukemia_base_0002_11, leukemia_base_0009_3","[1.0, 1.0]","[707.0, 67.0]",2
AFFX-BioC-3_st,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_20, leukemia_base_0002_29, leukemia_base_0009_23","[0.984, 1.0, 1.0, 1.0, 1.0, 0.969]","[681.0, 683.0, 660.0, 647.0, 707.0, 57.0]",6
AFFX-BioC-5_at,"leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_28","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 669.0, 694.0, 650.0, 688.0]",5
AFFX-BioC-5_st,"leukemia_base_0002_0, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0009_23, leukemia_base_0009_27, leukemia_base_0011_3","[1.0, 0.999, 1.0, 1.0, 1.0, 0.969, 0.969, 1.0]","[685.0, 636.0, 707.0, 676.0, 683.0, 57.0, 70.0, 30.0]",8
AFFX-BioDn-3_at,"leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_28, leukemia_base_0009_23","[1.0, 1.0, 1.0, 1.0, 0.969]","[683.0, 637.0, 700.0, 688.0, 57.0]",5
AFFX-BioDn-3_st,"leukemia_base_0002_3, leukemia_base_0002_23, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[660.0, 726.0, 688.0]",3
AFFX-BioDn-5_at,leukemia_base_0002_6,[1.0],[671.0],1
AFFX-BioDn-5_st,leukemia_base_0002_6,[1.0],[671.0],1
AFFX-CreX-3_at,"leukemia_base_0002_6, leukemia_base_0002_19","[1.0, 1.0]","[671.0, 683.0]",2
AFFX-CreX-3_st,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_7, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 669.0, 682.0, 650.0, 730.0, 647.0, 726.0, 711.0]",8
AFFX-CreX-5_at,"leukemia_base_0002_3, leukemia_base_0002_28, leukemia_base_0011_26","[1.0, 1.0, 1.0]","[660.0, 688.0, 32.0]",3
AFFX-CreX-5_st,"leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0011_0","[0.984, 1.0, 1.0, 1.0, 0.969]","[681.0, 669.0, 693.0, 647.0, 36.0]",5
AFFX-DapX-3_at,leukemia_base_0002_27,[1.0],[713.0],1
AFFX-DapX-5_at,"leukemia_base_0002_15, leukemia_base_0002_26, leukemia_base_0009_20","[1.0, 1.0, 0.999]","[654.0, 711.0, 65.0]",3
AFFX-DapX-M_at,"leukemia_base_0002_13, leukemia_base_0009_14, leukemia_base_0009_22","[1.0, 1.0, 0.984]","[696.0, 57.0, 64.0]",3
AFFX-HSAC07/X00351_3_at,"leukemia_base_0002_4, leukemia_base_0002_16, leukemia_base_0002_28, leukemia_base_0009_5, leukemia_base_0009_24","[1.0, 1.0, 1.0, 0.98, 0.984]","[669.0, 650.0, 688.0, 68.01, 50.0]",5
AFFX-HSAC07/X00351_3_st,"leukemia_base_0002_15, leukemia_base_0002_18","[1.0, 1.0]","[654.0, 730.0]",2
AFFX-HSAC07/X00351_5_at,"leukemia_base_0002_6, leukemia_base_0002_7, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0002_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 682.0, 693.0, 700.0, 650.0, 676.0]",6
AFFX-HSAC07/X00351_5_st,"leukemia_base_0002_4, leukemia_base_0002_7","[1.0, 1.0]","[669.0, 682.0]",2
AFFX-HSAC07/X00351_M_at,"leukemia_base_0002_0, leukemia_base_0002_7, leukemia_base_0002_15, leukemia_base_0009_3","[1.0, 1.0, 1.0, 1.0]","[685.0, 682.0, 654.0, 67.0]",4
AFFX-HSAC07/X00351_M_st,"leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_22","[1.0, 0.984, 1.0]","[685.0, 681.0, 676.0]",3
AFFX-HUMGAPDH/M33197_3_at,"leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0009_7, leukemia_base_0009_28","[1.0, 1.0, 1.0, 1.0, 0.984, 0.984]","[660.0, 694.0, 654.0, 676.0, 58.0, 65.0]",6
AFFX-HUMGAPDH/M33197_3_st,"leukemia_base_0002_3, leukemia_base_0002_13, leukemia_base_0011_21","[1.0, 1.0, 0.993]","[660.0, 696.0, 23.0]",3
AFFX-HUMGAPDH/M33197_5_at,"leukemia_base_0002_8, leukemia_base_0002_17, leukemia_base_0002_20, leukemia_base_0002_22","[1.0, 1.0, 1.0, 1.0]","[694.0, 689.0, 647.0, 676.0]",4
AFFX-HUMGAPDH/M33197_5_st,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_11","[1.0, 1.0, 0.999, 1.0, 1.0]","[660.0, 669.0, 636.0, 657.0, 707.0]",5
AFFX-HUMGAPDH/M33197_M_at,"leukemia_base_0002_14, leukemia_base_0002_17, leukemia_base_0002_21","[1.0, 1.0, 0.969]","[700.0, 689.0, 679.0]",3
AFFX-HUMGAPDH/M33197_M_st,"leukemia_base_0002_25, leukemia_base_0009_6","[1.0, 0.984]","[716.0, 60.0]",2
AFFX-HUMISGF3A/M97935_3_at,"leukemia_base_0002_13, leukemia_base_0002_15","[1.0, 1.0]","[696.0, 654.0]",2
AFFX-HUMISGF3A/M97935_5_at,"leukemia_base_0002_3, leukemia_base_0002_23, leukemia_base_0002_27, leukemia_base_0002_28, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 726.0, 713.0, 688.0, 707.0]",5
AFFX-HUMISGF3A/M97935_MA_at,"leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_16, leukemia_base_0002_20","[1.0, 0.999, 1.0, 1.0]","[637.0, 636.0, 650.0, 647.0]",4
AFFX-HUMISGF3A/M97935_MB_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_19","[1.0, 1.0, 1.0]","[682.0, 657.0, 683.0]",3
AFFX-HUMRGE/M10098_3_at,"leukemia_base_0002_13, leukemia_base_0002_15","[1.0, 1.0]","[696.0, 654.0]",2
AFFX-HUMRGE/M10098_M_at,"leukemia_base_0002_1, leukemia_base_0002_16","[0.984, 1.0]","[681.0, 650.0]",2
AFFX-HUMTFRR/M11507_3_at,"leukemia_base_0002_5, leukemia_base_0009_18","[1.0, 0.984]","[637.0, 70.0]",2
AFFX-HUMTFRR/M11507_5_at,"leukemia_base_0002_5, leukemia_base_0002_24","[1.0, 1.0]","[637.0, 683.0]",2
AFFX-HUMTFRR/M11507_M_at,"leukemia_base_0002_2, leukemia_base_0002_23, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[683.0, 726.0, 716.0]",3
AFFX-LysX-3_at,"leukemia_base_0002_0, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_21","[1.0, 1.0, 1.0, 0.969]","[685.0, 694.0, 707.0, 679.0]",4
